,Aerolinea,Fecha Salida,Hora Salida,Vuelo Salida,Destino,%LF DEP,Mes,Dia Dep,categoria
5050,AVA,2025-01-21,5:00:00 a.m.,9725,BOG,84.53,enero,martes,AA
5051,AVA,2025-01-21,4:39:00 a.m.,9653,BOG,100.0,enero,martes,AA
5052,AVA,2025-01-21,10:50:00 a.m.,9323,BOG,98.34,enero,martes,A
5053,AVA,2025-01-21,10:19:00 a.m.,8451,BOG,98.34,enero,martes,AAA
5054,AVA,2025-01-21,11:19:00 a.m.,9307,BOG,99.45,enero,martes,AA
5055,AVA,2025-01-21,10:55:00 a.m.,9557,BOG,81.77,enero,martes,AA
5056,AVA,2025-01-21,11:37:00 a.m.,9349,BOG,89.5,enero,martes,AAA
5057,AVA,2025-01-21,11:53:00 a.m.,9463,BOG,95.03,enero,martes,AAA
5058,AVA,2025-01-21,11:30:00 a.m.,9213,BOG,99.45,enero,martes,B
5059,AVA,2025-01-21,1:13:00 p.m.,9339,BOG,76.8,enero,martes,A
5060,AVA,2025-01-21,1:45:00 p.m.,9329,BOG,101.1,enero,martes,AA
5061,AVA,2025-01-21,3:04:00 p.m.,9337,BOG,101.1,enero,martes,AAA
5062,AVA,2025-01-21,4:39:00 p.m.,8405,BOG,101.66,enero,martes,A
5063,AVA,2025-01-21,5:15:00 p.m.,9343,BOG,101.1,enero,martes,AAA
5064,AVA,2025-01-21,6:23:00 p.m.,9375,BOG,99.45,enero,martes,AAA
5065,AVA,2025-01-21,6:38:00 p.m.,9313,BOG,43.65,enero,martes,AAA
5066,AVA,2025-01-21,7:13:00 p.m.,8415,BOG,79.01,enero,martes,AA
5067,AVA,2025-01-21,8:25:00 p.m.,9309,BOG,4.42,enero,martes,AA
5068,AVA,2025-01-21,8:20:00 p.m.,9331,BOG,78.45,enero,martes,AA
5069,AVA,2025-01-21,8:32:00 p.m.,9261,BOG,61.88,enero,martes,A
5070,AVA,2025-01-21,8:49:00 p.m.,9315,BOG,91.16,enero,martes,A
5071,AVA,2025-01-21,9:54:00 p.m.,9335,BOG,66.85,enero,martes,AA
5072,AVA,2025-01-22,4:53:00 a.m.,8475,BOG,78.45,enero,mircoles,A
5073,AVA,2025-01-22,6:42:00 a.m.,8435,BOG,99.45,enero,mircoles,AA
5074,AVA,2025-01-22,6:00:00 a.m.,9245,BOG,98.9,enero,mircoles,AA
5075,AVA,2025-01-22,4:32:00 a.m.,9653,BOG,76.24,enero,mircoles,AA
5076,AVA,2025-01-22,9:27:00 a.m.,8451,BOG,101.1,enero,mircoles,AAA
5077,AVA,2025-01-22,10:07:00 a.m.,9463,BOG,102.76,enero,mircoles,AAA
5078,AVA,2025-01-22,10:46:00 a.m.,9557,BOG,100.0,enero,mircoles,AA
5079,AVA,2025-01-22,11:40:00 a.m.,9349,BOG,87.29,enero,mircoles,AAA
5080,AVA,2025-01-22,11:27:00 a.m.,9243,BOG,77.35,enero,mircoles,AA
5081,AVA,2025-01-22,11:08:00 a.m.,9323,BOG,61.88,enero,mircoles,A
5082,AVA,2025-01-22,11:15:00 a.m.,9213,BOG,88.95,enero,mircoles,B
5083,AVA,2025-01-22,1:24:00 p.m.,9329,BOG,101.1,enero,mircoles,AA
5084,AVA,2025-01-22,2:30:00 p.m.,9339,BOG,56.35,enero,mircoles,A
5085,AVA,2025-01-22,2:59:00 p.m.,9337,BOG,47.51,enero,mircoles,AAA
5086,AVA,2025-01-22,4:28:00 p.m.,8405,BOG,101.1,enero,mircoles,A
5087,AVA,2025-01-22,6:10:00 p.m.,9313,BOG,98.9,enero,mircoles,AAA
5088,AVA,2025-01-22,7:29:00 p.m.,9553,BOG,97.79,enero,mircoles,AA
5089,AVA,2025-01-22,7:49:00 p.m.,9261,BOG,101.1,enero,mircoles,A
5090,AVA,2025-01-22,8:17:00 p.m.,9343,BOG,72.93,enero,mircoles,AAA
5091,AVA,2025-01-22,8:36:00 p.m.,9315,BOG,83.98,enero,mircoles,A
5092,AVA,2025-01-22,9:50:00 p.m.,9569,BOG,58.01,enero,mircoles,A
5093,AVA,2025-01-22,10:37:00 p.m.,9335,BOG,40.33,enero,mircoles,AA
5094,AVA,2025-01-23,7:28:00 a.m.,8435,BOG,100.55,enero,jueves,AA
5095,AVA,2025-01-23,9:04:00 a.m.,9323,BOG,101.1,enero,jueves,A
5096,AVA,2025-01-23,4:54:00 a.m.,8475,BOG,93.37,enero,jueves,A
5097,AVA,2025-01-23,10:30:00 a.m.,9557,BOG,98.9,enero,jueves,AA
5098,AVA,2025-01-23,9:33:00 a.m.,8451,BOG,102.21,enero,jueves,AAA
5099,AVA,2025-01-23,11:05:00 a.m.,9307,BOG,101.1,enero,jueves,AA
5100,AVA,2025-01-23,11:32:00 a.m.,9213,BOG,101.66,enero,jueves,B
5101,AVA,2025-01-23,1:02:00 p.m.,9329,BOG,100.0,enero,jueves,AA
5102,AVA,2025-01-23,2:06:00 p.m.,9337,BOG,69.61,enero,jueves,AAA
5103,AVA,2025-01-23,1:25:00 p.m.,9339,BOG,76.8,enero,jueves,A
5104,AVA,2025-01-23,1:47:00 p.m.,9349,BOG,83.98,enero,jueves,AAA
5105,AVA,2025-01-23,3:06:00 p.m.,9309,BOG,94.48,enero,jueves,AA
5106,AVA,2025-01-23,5:29:00 p.m.,9313,BOG,62.43,enero,jueves,AAA
5107,AVA,2025-01-23,5:20:00 p.m.,9346,BOG,1.66,enero,jueves,B
5108,AVA,2025-01-23,5:28:00 p.m.,9343,BOG,76.8,enero,jueves,AAA
5109,AVA,2025-01-23,5:22:00 p.m.,8405,BOG,96.69,enero,jueves,A
5110,AVA,2025-01-23,6:25:00 p.m.,9375,BOG,94.48,enero,jueves,AAA
5111,AVA,2025-01-23,7:23:00 p.m.,8415,BOG,100.55,enero,jueves,AA
5112,AVA,2025-01-23,7:46:00 p.m.,9261,BOG,59.67,enero,jueves,A
5113,AVA,2025-01-23,10:05:00 p.m.,9331,BOG,79.01,enero,jueves,AA
5114,AVA,2025-01-23,9:08:00 p.m.,9315,BOG,64.64,enero,jueves,A
5115,AVA,2025-01-23,10:35:00 p.m.,9335,BOG,22.1,enero,jueves,AA
5116,AVA,2025-01-24,4:24:00 a.m.,9653,BOG,81.77,enero,viernes,AA
5117,AVA,2025-01-24,7:12:00 a.m.,8435,BOG,75.14,enero,viernes,AA
5118,AVA,2025-01-24,5:09:00 a.m.,8475,BOG,25.97,enero,viernes,A
5119,AVA,2025-01-24,5:49:00 a.m.,9725,BOG,35.36,enero,viernes,AA
5120,AVA,2025-01-24,6:31:00 a.m.,9245,BOG,80.66,enero,viernes,AA
5121,AVA,2025-01-24,9:37:00 a.m.,9323,BOG,65.75,enero,viernes,A
5122,AVA,2025-01-24,9:41:00 a.m.,8451,BOG,52.49,enero,viernes,AAA
5123,AVA,2025-01-24,9:39:00 a.m.,9463,BOG,64.09,enero,viernes,AAA
5124,AVA,2025-01-24,10:35:00 a.m.,9557,BOG,97.24,enero,viernes,AA
5125,AVA,2025-01-24,11:02:00 a.m.,9349,BOG,79.01,enero,viernes,AAA
5126,AVA,2025-01-24,10:55:00 a.m.,9213,BOG,92.82,enero,viernes,B
5127,AVA,2025-01-24,11:02:00 a.m.,9307,BOG,52.49,enero,viernes,AA
5128,AVA,2025-01-24,1:18:00 p.m.,9329,BOG,95.58,enero,viernes,AA
5129,AVA,2025-01-24,1:20:00 p.m.,9339,BOG,83.43,enero,viernes,A
5130,AVA,2025-01-24,5:21:00 p.m.,9343,BOG,81.77,enero,viernes,AAA
5131,AVA,2025-01-24,6:26:00 p.m.,9375,BOG,102.21,enero,viernes,AAA
5132,AVA,2025-01-24,6:43:00 p.m.,8405,BOG,100.0,enero,viernes,A
5133,AVA,2025-01-24,7:23:00 p.m.,8415,BOG,79.56,enero,viernes,AA
5134,AVA,2025-01-24,7:27:00 p.m.,9553,BOG,93.92,enero,viernes,AA
5135,AVA,2025-01-24,8:46:00 p.m.,9313,BOG,86.19,enero,viernes,AAA
5136,AVA,2025-01-24,8:37:00 p.m.,9315,BOG,85.64,enero,viernes,A
5137,AVA,2025-01-24,10:00:00 p.m.,9569,BOG,84.53,enero,viernes,A
5138,AVA,2025-01-24,10:15:00 p.m.,9335,BOG,48.07,enero,viernes,AA
5139,AVA,2025-01-25,8:26:00 a.m.,8451,BOG,34.81,enero,sbado,AAA
5140,AVA,2025-01-25,4:31:00 a.m.,9653,BOG,79.56,enero,sbado,AA
5141,AVA,2025-01-25,5:58:00 a.m.,9245,BOG,38.12,enero,sbado,AA
5142,AVA,2025-01-25,6:32:00 a.m.,8435,BOG,66.85,enero,sbado,AA
5143,AVA,2025-01-25,5:01:00 a.m.,9725,BOG,48.07,enero,sbado,AA
5144,AVA,2025-01-25,8:21:00 a.m.,8427,BOG,47.51,enero,sbado,AAA
5145,AVA,2025-01-25,8:45:00 a.m.,9323,BOG,28.18,enero,sbado,A
5146,AVA,2025-01-25,8:55:00 a.m.,9463,BOG,1.66,enero,sbado,AAA
5147,AVA,2025-01-25,9:07:00 a.m.,9307,BOG,56.91,enero,sbado,AA
5148,AVA,2025-01-25,10:04:00 a.m.,9557,BOG,90.06,enero,sbado,AA
5149,AVA,2025-01-25,10:46:00 a.m.,9213,BOG,89.5,enero,sbado,B
5150,AVA,2025-01-25,11:14:00 a.m.,9349,BOG,70.72,enero,sbado,AAA
5151,AVA,2025-01-25,12:08:00 p.m.,9339,BOG,79.56,enero,sbado,A
5152,AVA,2025-01-25,12:21:00 p.m.,9346,BOG,82.87,enero,sbado,B
5153,AVA,2025-01-25,1:37:00 p.m.,9329,BOG,55.25,enero,sbado,AA
5154,AVA,2025-01-25,1:50:00 p.m.,9337,BOG,71.82,enero,sbado,AAA
5155,AVA,2025-01-25,2:57:00 p.m.,9309,BOG,64.64,enero,sbado,AA
5156,AVA,2025-01-25,4:35:00 p.m.,8405,BOG,95.58,enero,sbado,A
5157,AVA,2025-01-25,5:20:00 p.m.,9343,BOG,70.17,enero,sbado,AAA
5158,AVA,2025-01-25,6:47:00 p.m.,9375,BOG,88.95,enero,sbado,AAA
5159,AVA,2025-01-25,7:02:00 p.m.,8415,BOG,42.54,enero,sbado,AA
5160,AVA,2025-01-25,7:29:00 p.m.,9261,BOG,22.1,enero,sbado,A
5161,AVA,2025-01-25,8:15:00 p.m.,9331,BOG,59.67,enero,sbado,AA
5162,AVA,2025-01-25,8:31:00 p.m.,9315,BOG,41.99,enero,sbado,A
5163,AVA,2025-01-25,9:24:00 p.m.,9569,BOG,14.36,enero,sbado,A
5164,AVA,2025-01-25,9:52:00 p.m.,9335,BOG,25.41,enero,sbado,AA
5165,AVA,2025-01-26,7:51:00 a.m.,9243,BOG,37.02,enero,domingo,AA
5166,AVA,2025-01-26,4:28:00 a.m.,9653,BOG,94.48,enero,domingo,AA
5167,AVA,2025-01-26,6:36:00 a.m.,8435,BOG,50.28,enero,domingo,AA
5168,AVA,2025-01-26,7:14:00 a.m.,8427,BOG,41.44,enero,domingo,AAA
5169,AVA,2025-01-26,8:41:00 a.m.,8451,BOG,49.17,enero,domingo,AAA
5170,AVA,2025-01-26,9:04:00 a.m.,9323,BOG,85.08,enero,domingo,A
5171,AVA,2025-01-26,9:14:00 a.m.,9307,BOG,82.87,enero,domingo,AA
5172,AVA,2025-01-26,9:42:00 a.m.,9463,BOG,19.34,enero,domingo,AAA
5173,AVA,2025-01-26,10:04:00 a.m.,9557,BOG,92.27,enero,domingo,AA
5174,AVA,2025-01-26,11:00:00 a.m.,9213,BOG,95.58,enero,domingo,B
5175,AVA,2025-01-26,11:46:00 a.m.,9339,BOG,102.21,enero,domingo,A
5176,AVA,2025-01-26,1:06:00 p.m.,9329,BOG,101.66,enero,domingo,AA
5177,AVA,2025-01-26,1:48:00 p.m.,9337,BOG,81.77,enero,domingo,AAA
5178,AVA,2025-01-26,4:41:00 p.m.,9313,BOG,102.76,enero,domingo,AAA
5179,AVA,2025-01-26,4:27:00 p.m.,8405,BOG,100.55,enero,domingo,A
5180,AVA,2025-01-26,5:15:00 p.m.,9343,BOG,80.66,enero,domingo,AAA
5181,AVA,2025-01-26,6:19:00 p.m.,9375,BOG,100.0,enero,domingo,AAA
5182,AVA,2025-01-26,7:18:00 p.m.,8415,BOG,65.19,enero,domingo,AA
5183,AVA,2025-01-26,7:13:00 p.m.,9553,BOG,79.56,enero,domingo,AA
5184,AVA,2025-01-26,7:40:00 p.m.,9261,BOG,85.08,enero,domingo,A
5185,AVA,2025-01-26,8:34:00 p.m.,9315,BOG,81.22,enero,domingo,A
5186,AVA,2025-01-26,9:25:00 p.m.,9569,BOG,92.27,enero,domingo,A
5187,AVA,2025-01-26,9:59:00 p.m.,9335,BOG,83.43,enero,domingo,AA
5188,AVA,2025-01-27,4:34:00 a.m.,9653,BOG,87.85,enero,lunes,AA
5189,AVA,2025-01-27,8:53:00 a.m.,9323,BOG,70.17,enero,lunes,A
5190,AVA,2025-01-27,5:08:00 a.m.,9725,BOG,79.01,enero,lunes,AA
5191,AVA,2025-01-27,6:09:00 a.m.,9245,BOG,96.69,enero,lunes,AA
5192,AVA,2025-01-27,6:35:00 a.m.,8435,BOG,89.5,enero,lunes,AA
5193,AVA,2025-01-27,8:29:00 a.m.,8451,BOG,72.38,enero,lunes,AAA
5194,AVA,2025-01-27,8:13:00 a.m.,9463,BOG,82.87,enero,lunes,AAA
5195,AVA,2025-01-27,9:10:00 a.m.,9307,BOG,87.85,enero,lunes,AA
5196,AVA,2025-01-27,10:09:00 a.m.,9557,BOG,95.03,enero,lunes,AA
5197,AVA,2025-01-27,11:01:00 a.m.,9349,BOG,93.92,enero,lunes,AAA
5198,AVA,2025-01-27,11:33:00 a.m.,9213,BOG,95.58,enero,lunes,B
5199,AVA,2025-01-27,1:29:00 p.m.,9329,BOG,83.98,enero,lunes,AA
5200,AVA,2025-01-27,11:53:00 a.m.,9339,BOG,74.03,enero,lunes,A
5201,AVA,2025-01-27,1:55:00 p.m.,9337,BOG,84.53,enero,lunes,AAA
5202,AVA,2025-01-27,4:40:00 p.m.,9313,BOG,49.17,enero,lunes,AAA
5203,AVA,2025-01-27,4:40:00 p.m.,8405,BOG,98.34,enero,lunes,A
5204,AVA,2025-01-27,6:26:00 p.m.,9375,BOG,85.08,enero,lunes,AAA
5205,AVA,2025-01-27,5:55:00 p.m.,9343,BOG,90.06,enero,lunes,AAA
5206,AVA,2025-01-27,7:23:00 p.m.,8415,BOG,58.01,enero,lunes,AA
5207,AVA,2025-01-27,7:18:00 p.m.,9553,BOG,44.75,enero,lunes,AA
5208,AVA,2025-01-27,7:38:00 p.m.,9261,BOG,60.77,enero,lunes,A
5209,AVA,2025-01-27,8:38:00 p.m.,9315,BOG,70.72,enero,lunes,A
5210,AVA,2025-01-27,9:50:00 p.m.,9569,BOG,42.54,enero,lunes,A
5211,AVA,2025-01-27,10:08:00 p.m.,9335,BOG,62.43,enero,lunes,AA
5212,AVA,2025-01-28,4:32:00 a.m.,9653,BOG,69.06,enero,martes,AA
5213,AVA,2025-01-28,8:52:00 a.m.,9323,BOG,29.28,enero,martes,A
5214,AVA,2025-01-28,5:18:00 a.m.,9725,BOG,81.22,enero,martes,AA
5215,AVA,2025-01-28,7:00:00 a.m.,8435,BOG,87.85,enero,martes,AA
5216,AVA,2025-01-28,7:11:00 a.m.,8427,BOG,83.43,enero,martes,AAA
5217,AVA,2025-01-28,8:50:00 a.m.,9463,BOG,44.75,enero,martes,AAA
5218,AVA,2025-01-28,9:07:00 a.m.,8451,BOG,23.76,enero,martes,AAA
5219,AVA,2025-01-28,9:10:00 a.m.,9307,BOG,77.35,enero,martes,AA
5220,AVA,2025-01-28,10:07:00 a.m.,9557,BOG,62.43,enero,martes,AA
5221,AVA,2025-01-28,11:10:00 a.m.,9213,BOG,100.55,enero,martes,B
5222,AVA,2025-01-28,12:22:00 p.m.,9339,BOG,66.85,enero,martes,A
5223,AVA,2025-01-28,12:56:00 p.m.,9329,BOG,75.69,enero,martes,AA
5224,AVA,2025-01-28,12:42:00 p.m.,9346,BOG,87.29,enero,martes,B
5225,AVA,2025-01-28,1:48:00 p.m.,9337,BOG,71.27,enero,martes,AAA
5226,AVA,2025-01-28,2:28:00 p.m.,9349,BOG,7.73,enero,martes,AAA
5227,AVA,2025-01-28,3:00:00 p.m.,9309,BOG,42.54,enero,martes,AA
5228,AVA,2025-01-28,4:24:00 p.m.,8405,BOG,68.51,enero,martes,A
5229,AVA,2025-01-28,4:46:00 p.m.,9313,BOG,68.51,enero,martes,AAA
5230,AVA,2025-01-28,5:08:00 p.m.,9343,BOG,93.37,enero,martes,AAA
5231,AVA,2025-01-28,6:21:00 p.m.,9375,BOG,93.92,enero,martes,AAA
5232,AVA,2025-01-28,6:59:00 p.m.,8415,BOG,93.37,enero,martes,AA
5233,AVA,2025-01-28,7:42:00 p.m.,9261,BOG,70.17,enero,martes,A
5234,AVA,2025-01-28,8:18:00 p.m.,9331,BOG,42.54,enero,martes,AA
5235,AVA,2025-01-28,8:30:00 p.m.,9315,BOG,39.78,enero,martes,A
5236,AVA,2025-01-28,9:45:00 p.m.,9569,BOG,33.15,enero,martes,A
5237,AVA,2025-01-28,9:54:00 p.m.,9335,BOG,38.12,enero,martes,AA
5238,AVA,2025-01-29,6:36:00 a.m.,8435,BOG,76.24,enero,mircoles,AA
5239,AVA,2025-01-29,5:55:00 a.m.,9245,BOG,97.79,enero,mircoles,AA
5240,AVA,2025-01-29,4:33:00 a.m.,9653,BOG,64.09,enero,mircoles,AA
5241,AVA,2025-01-29,4:55:00 a.m.,8475,BOG,49.17,enero,mircoles,A
5242,AVA,2025-01-29,7:55:00 a.m.,9243,BOG,42.54,enero,mircoles,AA
5243,AVA,2025-01-29,7:12:00 a.m.,8427,BOG,65.75,enero,mircoles,AAA
5244,AVA,2025-01-29,8:38:00 a.m.,8451,BOG,30.94,enero,mircoles,AAA
5245,AVA,2025-01-29,8:16:00 a.m.,9463,BOG,32.6,enero,mircoles,AAA
5246,AVA,2025-01-29,8:45:00 a.m.,9323,BOG,19.89,enero,mircoles,A
5247,AVA,2025-01-29,10:00:00 a.m.,9307,BOG,92.27,enero,mircoles,AA
5248,AVA,2025-01-29,10:19:00 a.m.,9557,BOG,72.93,enero,mircoles,AA
5249,AVA,2025-01-29,11:06:00 a.m.,9349,BOG,71.82,enero,mircoles,AAA
5250,AVA,2025-01-29,12:48:00 p.m.,9213,BOG,79.56,enero,mircoles,B
5251,AVA,2025-01-29,12:06:00 p.m.,9339,BOG,83.43,enero,mircoles,A
5252,AVA,2025-01-29,1:13:00 p.m.,9329,BOG,81.77,enero,mircoles,AA
5253,AVA,2025-01-29,2:02:00 p.m.,9337,BOG,87.85,enero,mircoles,AAA
5254,AVA,2025-01-29,5:06:00 p.m.,9313,BOG,71.27,enero,mircoles,AAA
5255,AVA,2025-01-29,5:00:00 p.m.,8405,BOG,100.0,enero,mircoles,A
5256,AVA,2025-01-29,5:29:00 p.m.,9343,BOG,92.82,enero,mircoles,AAA
5257,AVA,2025-01-29,6:30:00 p.m.,9375,BOG,98.9,enero,mircoles,AAA
5258,AVA,2025-01-29,7:19:00 p.m.,8415,BOG,95.58,enero,mircoles,AA
5259,AVA,2025-01-29,7:39:00 p.m.,9261,BOG,77.9,enero,mircoles,A
5260,AVA,2025-01-29,7:29:00 p.m.,9553,BOG,74.59,enero,mircoles,AA
5261,AVA,2025-01-29,8:49:00 p.m.,9315,BOG,90.61,enero,mircoles,A
5262,AVA,2025-01-29,9:25:00 p.m.,9569,BOG,92.82,enero,mircoles,A
5263,AVA,2025-01-29,10:36:00 p.m.,9335,BOG,73.48,enero,mircoles,AA
5264,AVA,2025-01-30,8:53:00 a.m.,9323,BOG,36.46,enero,jueves,A
5265,AVA,2025-01-30,4:49:00 a.m.,8475,BOG,87.85,enero,jueves,A
5266,AVA,2025-01-30,1:52:00 p.m.,9337,BOG,101.1,enero,jueves,AAA
5267,AVA,2025-01-30,6:34:00 a.m.,8435,BOG,97.79,enero,jueves,AA
5268,AVA,2025-01-30,7:09:00 a.m.,8427,BOG,93.37,enero,jueves,AAA
5269,AVA,2025-01-30,8:20:00 a.m.,9463,BOG,75.69,enero,jueves,AAA
5270,AVA,2025-01-30,8:30:00 a.m.,8451,BOG,53.04,enero,jueves,AAA
5271,AVA,2025-01-30,9:17:00 a.m.,9307,BOG,85.08,enero,jueves,AA
5272,AVA,2025-01-30,10:12:00 a.m.,9557,BOG,76.24,enero,jueves,AA
5273,AVA,2025-01-30,10:50:00 a.m.,9213,BOG,95.03,enero,jueves,B
5274,AVA,2025-01-30,11:25:00 a.m.,9349,BOG,100.55,enero,jueves,AAA
5275,AVA,2025-01-30,12:25:00 p.m.,9346,BOG,100.0,enero,jueves,B
5276,AVA,2025-01-30,12:29:00 p.m.,9329,BOG,88.4,enero,jueves,AA
5277,AVA,2025-01-30,1:18:00 p.m.,9339,BOG,66.3,enero,jueves,A
5278,AVA,2025-01-30,2:59:00 p.m.,9309,BOG,100.0,enero,jueves,AA
5279,AVA,2025-01-30,5:29:00 p.m.,9313,BOG,101.66,enero,jueves,AAA
5280,AVA,2025-01-30,6:37:00 p.m.,9375,BOG,99.45,enero,jueves,AAA
5281,AVA,2025-01-30,6:37:00 p.m.,9343,BOG,96.69,enero,jueves,AAA
5282,AVA,2025-01-30,6:27:00 p.m.,8405,BOG,102.21,enero,jueves,A
5283,AVA,2025-01-30,7:32:00 p.m.,8415,BOG,101.66,enero,jueves,AA
5284,AVA,2025-01-30,7:46:00 p.m.,9261,BOG,101.1,enero,jueves,A
5285,AVA,2025-01-30,8:35:00 p.m.,9331,BOG,102.76,enero,jueves,AA
5286,AVA,2025-01-30,9:54:00 p.m.,9569,BOG,100.0,enero,jueves,A
5287,AVA,2025-01-30,9:47:00 p.m.,9315,BOG,101.66,enero,jueves,A
5288,AVA,2025-01-30,10:29:00 p.m.,9335,BOG,100.55,enero,jueves,AA
5289,AVA,2025-01-31,5:12:00 a.m.,9725,BOG,68.51,enero,viernes,AA
5290,AVA,2025-01-31,6:41:00 a.m.,8435,BOG,101.66,enero,viernes,AA
5291,AVA,2025-01-31,4:48:00 a.m.,8475,BOG,61.33,enero,viernes,A
5292,AVA,2025-01-31,4:44:00 a.m.,9653,BOG,90.61,enero,viernes,AA
5293,AVA,2025-01-31,7:56:00 a.m.,9243,BOG,88.4,enero,viernes,AA
5294,AVA,2025-01-31,7:20:00 a.m.,8427,BOG,101.66,enero,viernes,AAA
5295,AVA,2025-01-31,8:42:00 a.m.,8451,BOG,91.71,enero,viernes,AAA
5296,AVA,2025-01-31,8:25:00 a.m.,9463,BOG,92.82,enero,viernes,AAA
5297,AVA,2025-01-31,8:50:00 a.m.,9323,BOG,77.35,enero,viernes,A
5298,AVA,2025-01-31,9:20:00 a.m.,9307,BOG,97.79,enero,viernes,AA
5299,AVA,2025-01-31,10:35:00 a.m.,9557,BOG,97.24,enero,viernes,AA
5300,AVA,2025-01-31,11:45:00 a.m.,9213,BOG,90.61,enero,viernes,B
5301,AVA,2025-01-31,11:19:00 a.m.,9349,BOG,98.9,enero,viernes,AAA
5302,AVA,2025-01-31,12:38:00 p.m.,9339,BOG,97.24,enero,viernes,A
5303,AVA,2025-01-31,1:52:00 p.m.,9329,BOG,91.71,enero,viernes,AA
5304,AVA,2025-01-31,1:44:00 p.m.,9337,BOG,91.16,enero,viernes,AAA
5305,AVA,2025-01-31,2:17:00 p.m.,9407,BOG,83.98,enero,viernes,C
5306,AVA,2025-01-31,5:16:00 p.m.,9313,BOG,100.0,enero,viernes,AAA
5307,AVA,2025-01-31,5:30:00 p.m.,9343,BOG,98.9,enero,viernes,AAA
5308,AVA,2025-01-31,6:25:00 p.m.,9375,BOG,98.9,enero,viernes,AAA
5309,AVA,2025-01-31,5:26:00 p.m.,8405,BOG,97.79,enero,viernes,A
5310,AVA,2025-01-31,6:58:00 p.m.,8415,BOG,95.03,enero,viernes,AA
5311,AVA,2025-01-31,7:34:00 p.m.,9553,BOG,97.24,enero,viernes,AA
5312,AVA,2025-01-31,8:20:00 p.m.,9261,BOG,92.82,enero,viernes,A
5313,AVA,2025-01-31,9:10:00 p.m.,9315,BOG,97.24,enero,viernes,A
5314,AVA,2025-01-31,9:38:00 p.m.,9439,BOG,101.66,enero,viernes,C
5315,AVA,2025-01-31,9:43:00 p.m.,9569,BOG,98.34,enero,viernes,A
5316,AVA,2025-01-31,10:05:00 p.m.,9335,BOG,91.16,enero,viernes,AA
5317,AVA,2025-02-01,3:00:00 p.m.,9309,BOG,88.95,enero,sbado,AA
5318,AVA,2025-02-01,5:59:00 a.m.,9245,BOG,84.53,enero,sbado,AA
5319,AVA,2025-02-01,6:47:00 a.m.,8435,BOG,85.08,enero,sbado,AA
5320,AVA,2025-02-01,5:10:00 a.m.,9725,BOG,80.66,enero,sbado,AA
5321,AVA,2025-02-01,4:40:00 a.m.,9653,BOG,84.53,enero,sbado,AA
5322,AVA,2025-02-01,7:03:00 a.m.,8427,BOG,69.06,febrero,sbado,AAA
5323,AVA,2025-02-01,8:30:00 a.m.,8451,BOG,64.64,febrero,sbado,AAA
5324,AVA,2025-02-01,8:22:00 a.m.,9463,BOG,65.19,febrero,sbado,AAA
5325,AVA,2025-02-01,8:50:00 a.m.,9323,BOG,98.9,febrero,sbado,A
5326,AVA,2025-02-01,9:10:00 a.m.,9307,BOG,99.45,febrero,sbado,AA
5327,AVA,2025-02-01,10:10:00 a.m.,9557,BOG,78.45,febrero,sbado,AA
5328,AVA,2025-02-01,11:55:00 a.m.,9349,BOG,52.49,febrero,sbado,AAA
5329,AVA,2025-02-01,11:54:00 a.m.,9339,BOG,95.03,febrero,sbado,A
5330,AVA,2025-02-01,12:25:00 p.m.,9346,BOG,95.58,febrero,sbado,B
5331,AVA,2025-02-01,1:03:00 p.m.,9329,BOG,93.37,febrero,sbado,AA
5332,AVA,2025-02-01,1:46:00 p.m.,9337,BOG,98.34,febrero,sbado,AAA
5333,AVA,2025-02-01,4:30:00 p.m.,8405,BOG,100.0,febrero,sbado,A
