,Aerolinea,Fecha Salida,Hora Salida,Vuelo Salida,Destino,%LF DEP,Mes,Dia Dep,categoria
1807,AVA,2024-09-09,9:47:00 p.m.,9327,BOG,58.56,septiembre,lunes,AA
1808,AVA,2024-09-09,10:41:00 p.m.,9335,BOG,64.64,septiembre,lunes,AA
1809,AVA,2024-09-10,6:20:00 a.m.,9725,BOG,83.43,septiembre,martes,AA
1810,AVA,2024-09-10,7:58:00 a.m.,9463,BOG,71.82,septiembre,martes,AAA
1811,AVA,2024-09-10,6:40:00 a.m.,9243,BOG,75.69,septiembre,martes,AA
1812,AVA,2024-09-10,4:32:00 a.m.,9653,BOG,67.4,septiembre,martes,AA
1813,AVA,2024-09-10,5:01:00 a.m.,8435,BOG,39.23,septiembre,martes,AA
1814,AVA,2024-09-10,5:27:00 a.m.,9245,BOG,71.82,septiembre,martes,AA
1815,AVA,2024-09-10,5:02:00 a.m.,8475,BOG,31.49,septiembre,martes,A
1816,AVA,2024-09-10,7:26:00 a.m.,8427,BOG,88.95,septiembre,martes,AAA
1817,AVA,2024-09-10,8:24:00 a.m.,8451,BOG,64.64,septiembre,martes,AAA
1818,AVA,2024-09-10,8:54:00 a.m.,9311,BOG,93.92,septiembre,martes,AAA
1819,AVA,2024-09-10,10:20:00 a.m.,9351,BOG,86.19,septiembre,martes,A
1820,AVA,2024-09-10,11:04:00 a.m.,9349,BOG,95.03,septiembre,martes,AAA
1821,AVA,2024-09-10,12:38:00 p.m.,9329,BOG,100.0,septiembre,martes,AA
1822,AVA,2024-09-10,1:25:00 p.m.,9301,BOG,89.5,septiembre,martes,AA
1823,AVA,2024-09-10,2:06:00 p.m.,9337,BOG,75.69,septiembre,martes,AAA
1824,AVA,2024-09-10,2:44:00 p.m.,9303,BOG,62.98,septiembre,martes,AA
1825,AVA,2024-09-10,3:37:00 p.m.,9307,BOG,83.98,septiembre,martes,AA
1826,AVA,2024-09-10,4:12:00 p.m.,9313,BOG,71.82,septiembre,martes,AAA
1827,AVA,2024-09-10,5:04:00 p.m.,9553,BOG,60.22,septiembre,martes,AA
1828,AVA,2024-09-10,5:33:00 p.m.,9309,BOG,69.61,septiembre,martes,AA
1829,AVA,2024-09-10,5:59:00 p.m.,9343,BOG,60.77,septiembre,martes,AAA
1830,AVA,2024-09-10,6:32:00 p.m.,9375,BOG,41.99,septiembre,martes,AAA
1831,AVA,2024-09-10,6:39:00 p.m.,9333,BOG,66.85,septiembre,martes,AA
1832,AVA,2024-09-10,7:56:00 p.m.,9331,BOG,85.64,septiembre,martes,AA
1833,AVA,2024-09-10,8:39:00 p.m.,9355,BOG,59.12,septiembre,martes,AA
1834,AVA,2024-09-10,9:51:00 p.m.,9327,BOG,49.72,septiembre,martes,AA
1835,AVA,2024-09-10,10:25:00 p.m.,9335,BOG,44.75,septiembre,martes,AA
1836,AVA,2024-09-11,5:04:00 a.m.,8435,BOG,44.2,septiembre,mircoles,AA
1837,AVA,2024-09-11,9:27:00 a.m.,9557,BOG,93.75,septiembre,mircoles,AA
1838,AVA,2024-09-11,7:59:00 a.m.,9463,BOG,90.61,septiembre,mircoles,AAA
1839,AVA,2024-09-11,4:10:00 a.m.,8445,BOG,52.49,septiembre,mircoles,C
1840,AVA,2024-09-11,4:25:00 a.m.,9653,BOG,29.83,septiembre,mircoles,AA
1841,AVA,2024-09-11,5:25:00 a.m.,9245,BOG,54.14,septiembre,mircoles,AA
1842,AVA,2024-09-11,6:40:00 a.m.,9243,BOG,89.5,septiembre,mircoles,AA
1843,AVA,2024-09-11,6:22:00 a.m.,9725,BOG,88.4,septiembre,mircoles,AA
1844,AVA,2024-09-11,7:34:00 a.m.,8427,BOG,92.82,septiembre,mircoles,AAA
1845,AVA,2024-09-11,8:26:00 a.m.,8451,BOG,82.32,septiembre,mircoles,AAA
1846,AVA,2024-09-11,9:00:00 a.m.,9311,BOG,87.85,septiembre,mircoles,AAA
1847,AVA,2024-09-11,10:12:00 a.m.,9351,BOG,98.34,septiembre,mircoles,A
1848,AVA,2024-09-11,11:00:00 a.m.,9349,BOG,91.71,septiembre,mircoles,AAA
1849,AVA,2024-09-11,12:49:00 p.m.,9360,BOG,89.5,septiembre,mircoles,C
1850,AVA,2024-09-11,12:49:00 p.m.,9329,BOG,95.58,septiembre,mircoles,AA
1851,AVA,2024-09-11,1:31:00 p.m.,9301,BOG,93.37,septiembre,mircoles,AA
1852,AVA,2024-09-11,2:00:00 p.m.,9337,BOG,73.48,septiembre,mircoles,AAA
1853,AVA,2024-09-11,2:40:00 p.m.,9303,BOG,42.54,septiembre,mircoles,AA
1854,AVA,2024-09-11,3:36:00 p.m.,9307,BOG,48.62,septiembre,mircoles,AA
1855,AVA,2024-09-11,4:18:00 p.m.,9313,BOG,63.54,septiembre,mircoles,AAA
1856,AVA,2024-09-11,5:15:00 p.m.,9553,BOG,84.53,septiembre,mircoles,AA
1857,AVA,2024-09-11,6:00:00 p.m.,9343,BOG,90.61,septiembre,mircoles,AAA
1858,AVA,2024-09-11,5:43:00 p.m.,9309,BOG,66.85,septiembre,mircoles,AA
1859,AVA,2024-09-11,6:22:00 p.m.,9375,BOG,87.29,septiembre,mircoles,AAA
1860,AVA,2024-09-11,6:52:00 p.m.,9333,BOG,87.29,septiembre,mircoles,AA
1861,AVA,2024-09-11,8:14:00 p.m.,9331,BOG,87.29,septiembre,mircoles,AA
1862,AVA,2024-09-11,8:15:00 p.m.,9355,BOG,80.66,septiembre,mircoles,AA
1863,AVA,2024-09-11,9:54:00 p.m.,9327,BOG,75.69,septiembre,mircoles,AA
1864,AVA,2024-09-11,10:23:00 p.m.,9335,BOG,54.7,septiembre,mircoles,AA
1865,AVA,2024-09-12,1:28:00 p.m.,9301,BOG,97.24,agosto,jueves,AA
1866,AVA,2024-09-12,8:02:00 a.m.,9463,BOG,95.58,septiembre,jueves,AAA
1867,AVA,2024-09-12,6:30:00 a.m.,9243,BOG,91.71,septiembre,jueves,AA
1868,AVA,2024-09-12,5:25:00 a.m.,9245,BOG,76.24,septiembre,jueves,AA
1869,AVA,2024-09-12,6:13:00 a.m.,9725,BOG,93.92,septiembre,jueves,AA
1870,AVA,2024-09-12,5:20:00 a.m.,8435,BOG,66.3,septiembre,jueves,AA
1871,AVA,2024-09-12,7:36:00 a.m.,8427,BOG,88.4,septiembre,jueves,AAA
1872,AVA,2024-09-12,8:57:00 a.m.,9311,BOG,95.03,septiembre,jueves,AAA
1873,AVA,2024-09-12,10:49:00 a.m.,8451,BOG,87.29,septiembre,jueves,AAA
1874,AVA,2024-09-12,11:11:00 a.m.,9349,BOG,90.61,septiembre,jueves,AAA
1875,AVA,2024-09-12,12:33:00 p.m.,9329,BOG,96.69,septiembre,jueves,AA
1876,AVA,2024-09-12,2:00:00 p.m.,9337,BOG,90.06,septiembre,jueves,AAA
1877,AVA,2024-09-12,2:43:00 p.m.,9303,BOG,92.82,septiembre,jueves,AA
1878,AVA,2024-09-12,4:15:00 p.m.,9313,BOG,97.79,septiembre,jueves,AAA
1879,AVA,2024-09-12,5:10:00 p.m.,9553,BOG,101.1,septiembre,jueves,AA
1880,AVA,2024-09-12,5:35:00 p.m.,9309,BOG,102.21,septiembre,jueves,AA
1881,AVA,2024-09-12,6:09:00 p.m.,9343,BOG,100.55,septiembre,jueves,AAA
1882,AVA,2024-09-12,6:39:00 p.m.,9375,BOG,97.24,septiembre,jueves,AAA
1883,AVA,2024-09-12,7:19:00 p.m.,9333,BOG,82.87,septiembre,jueves,AA
1884,AVA,2024-09-12,8:07:00 p.m.,9331,BOG,92.82,septiembre,jueves,AA
1885,AVA,2024-09-12,8:44:00 p.m.,9355,BOG,90.61,septiembre,jueves,AA
1886,AVA,2024-09-12,10:03:00 p.m.,9327,BOG,87.85,septiembre,jueves,AA
1887,AVA,2024-09-12,11:14:00 p.m.,9335,BOG,79.56,septiembre,jueves,AA
1888,AVA,2024-09-13,5:25:00 a.m.,9245,BOG,88.4,septiembre,viernes,AA
1889,AVA,2024-09-13,8:05:00 a.m.,9463,BOG,92.27,septiembre,viernes,AAA
1890,AVA,2024-09-13,6:17:00 a.m.,9725,BOG,95.58,septiembre,viernes,AA
1891,AVA,2024-09-13,5:38:00 a.m.,8435,BOG,80.66,septiembre,viernes,AA
1892,AVA,2024-09-13,6:41:00 a.m.,9243,BOG,92.82,septiembre,viernes,AA
1893,AVA,2024-09-13,7:33:00 a.m.,8427,BOG,100.0,septiembre,viernes,AAA
1894,AVA,2024-09-13,8:35:00 a.m.,8451,BOG,89.5,septiembre,viernes,AAA
1895,AVA,2024-09-13,8:54:00 a.m.,9311,BOG,97.24,septiembre,viernes,AAA
1896,AVA,2024-09-13,9:28:00 a.m.,9557,BOG,94.48,septiembre,viernes,AA
1897,AVA,2024-09-13,10:03:00 a.m.,9351,BOG,91.71,septiembre,viernes,A
1898,AVA,2024-09-13,11:09:00 a.m.,9349,BOG,97.79,septiembre,viernes,AAA
1899,AVA,2024-09-13,12:43:00 p.m.,9329,BOG,99.45,septiembre,viernes,AA
1900,AVA,2024-09-13,1:25:00 p.m.,9301,BOG,102.21,septiembre,viernes,AA
1901,AVA,2024-09-13,2:07:00 p.m.,9337,BOG,104.97,septiembre,viernes,AAA
1902,AVA,2024-09-13,2:54:00 p.m.,9303,BOG,98.9,septiembre,viernes,AA
1903,AVA,2024-09-13,4:27:00 p.m.,9313,BOG,100.0,septiembre,viernes,AAA
1904,AVA,2024-09-13,5:14:00 p.m.,9553,BOG,97.79,septiembre,viernes,AA
1905,AVA,2024-09-13,5:56:00 p.m.,9343,BOG,98.9,septiembre,viernes,AAA
1906,AVA,2024-09-13,5:39:00 p.m.,9309,BOG,101.1,septiembre,viernes,AA
1907,AVA,2024-09-13,7:03:00 p.m.,9333,BOG,98.9,septiembre,viernes,AA
1908,AVA,2024-09-13,7:07:00 p.m.,9375,BOG,99.45,septiembre,viernes,AAA
1909,AVA,2024-09-13,7:55:00 p.m.,9331,BOG,101.1,septiembre,viernes,AA
1910,AVA,2024-09-13,8:35:00 p.m.,9355,BOG,99.45,septiembre,viernes,AA
1911,AVA,2024-09-13,10:00:00 p.m.,9327,BOG,100.55,septiembre,viernes,AA
1912,AVA,2024-09-13,10:48:00 p.m.,9335,BOG,93.37,septiembre,viernes,AA
1913,AVA,2024-09-14,8:29:00 a.m.,8451,BOG,99.45,septiembre,sbado,AAA
1914,AVA,2024-09-14,6:14:00 a.m.,9725,BOG,91.71,septiembre,sbado,AA
1915,AVA,2024-09-14,5:23:00 a.m.,9245,BOG,90.06,septiembre,sbado,AA
1916,AVA,2024-09-14,6:33:00 a.m.,9243,BOG,99.45,septiembre,sbado,AA
1917,AVA,2024-09-14,5:22:00 a.m.,8435,BOG,95.58,septiembre,sbado,AA
1918,AVA,2024-09-14,7:33:00 a.m.,8427,BOG,104.42,septiembre,sbado,AAA
1919,AVA,2024-09-14,8:56:00 a.m.,9311,BOG,101.1,septiembre,sbado,AAA
1920,AVA,2024-09-14,10:26:00 a.m.,9351,BOG,101.1,septiembre,sbado,A
1921,AVA,2024-09-14,11:00:00 a.m.,9349,BOG,101.1,septiembre,sbado,AAA
1922,AVA,2024-09-14,11:16:00 a.m.,9463,BOG,56.91,septiembre,sbado,AAA
1923,AVA,2024-09-14,1:35:00 p.m.,9301,BOG,101.66,septiembre,sbado,AA
1924,AVA,2024-09-14,2:07:00 p.m.,9337,BOG,95.03,septiembre,sbado,AAA
1925,AVA,2024-09-14,2:45:00 p.m.,9303,BOG,95.03,septiembre,sbado,AA
1926,AVA,2024-09-14,4:19:00 p.m.,9313,BOG,102.76,septiembre,sbado,AAA
1927,AVA,2024-09-14,6:21:00 p.m.,9375,BOG,86.74,septiembre,sbado,AAA
1928,AVA,2024-09-14,5:13:00 p.m.,9553,BOG,98.34,septiembre,sbado,AA
1929,AVA,2024-09-14,5:38:00 p.m.,9309,BOG,96.69,septiembre,sbado,AA
1930,AVA,2024-09-14,6:01:00 p.m.,9343,BOG,98.9,septiembre,sbado,AAA
1931,AVA,2024-09-14,6:40:00 p.m.,9333,BOG,78.45,septiembre,sbado,AA
1932,AVA,2024-09-14,7:52:00 p.m.,9331,BOG,74.03,septiembre,sbado,AA
1933,AVA,2024-09-14,8:34:00 p.m.,9355,BOG,67.4,septiembre,sbado,AA
1934,AVA,2024-09-14,9:50:00 p.m.,9327,BOG,74.59,septiembre,sbado,AA
1935,AVA,2024-09-14,10:29:00 p.m.,9335,BOG,74.03,septiembre,sbado,AA
1936,AVA,2024-09-15,9:24:00 a.m.,9557,BOG,86.74,septiembre,domingo,AA
1937,AVA,2024-09-15,3:33:00 p.m.,9307,BOG,74.59,septiembre,domingo,AA
1938,AVA,2024-09-15,7:53:00 a.m.,9463,BOG,95.58,septiembre,domingo,AAA
1939,AVA,2024-09-15,6:37:00 a.m.,9243,BOG,99.45,septiembre,domingo,AA
1940,AVA,2024-09-15,5:24:00 a.m.,8435,BOG,85.08,septiembre,domingo,AA
1941,AVA,2024-09-15,5:23:00 a.m.,9245,BOG,96.13,septiembre,domingo,AA
1942,AVA,2024-09-15,7:31:00 a.m.,8427,BOG,98.9,septiembre,domingo,AAA
1943,AVA,2024-09-15,8:58:00 a.m.,9311,BOG,99.45,septiembre,domingo,AAA
1944,AVA,2024-09-15,8:28:00 a.m.,8451,BOG,93.37,septiembre,domingo,AAA
1945,AVA,2024-09-15,10:05:00 a.m.,9351,BOG,92.27,septiembre,domingo,A
1946,AVA,2024-09-15,11:07:00 a.m.,9349,BOG,96.69,septiembre,domingo,AAA
1947,AVA,2024-09-15,1:18:00 p.m.,9301,BOG,97.79,septiembre,domingo,AA
1948,AVA,2024-09-15,4:12:00 p.m.,9313,BOG,94.48,septiembre,domingo,AAA
1949,AVA,2024-09-15,2:08:00 p.m.,9337,BOG,98.34,septiembre,domingo,AAA
1950,AVA,2024-09-15,2:46:00 p.m.,9303,BOG,97.79,septiembre,domingo,AA
1951,AVA,2024-09-15,5:16:00 p.m.,9553,BOG,102.21,septiembre,domingo,AA
1952,AVA,2024-09-15,6:39:00 p.m.,9343,BOG,98.34,septiembre,domingo,AAA
1953,AVA,2024-09-15,7:52:00 p.m.,9331,BOG,96.69,septiembre,domingo,AA
1954,AVA,2024-09-15,6:31:00 p.m.,9375,BOG,100.0,septiembre,domingo,AAA
1955,AVA,2024-09-15,6:51:00 p.m.,9309,BOG,91.71,septiembre,domingo,AA
1956,AVA,2024-09-15,6:47:00 p.m.,9333,BOG,91.71,septiembre,domingo,AA
1957,AVA,2024-09-15,8:45:00 p.m.,9355,BOG,96.69,septiembre,domingo,AA
1958,AVA,2024-09-15,9:54:00 p.m.,9327,BOG,95.03,septiembre,domingo,AA
1959,AVA,2024-09-15,10:47:00 p.m.,9335,BOG,97.24,septiembre,domingo,AA
1960,AVA,2024-09-16,8:05:00 a.m.,9463,BOG,95.03,septiembre,lunes,AAA
1961,AVA,2024-09-16,9:01:00 p.m.,9355,BOG,75.69,septiembre,lunes,AA
1962,AVA,2024-09-16,6:24:00 a.m.,9725,BOG,101.66,septiembre,lunes,AA
1963,AVA,2024-09-16,6:59:00 a.m.,8435,BOG,78.45,septiembre,lunes,AA
1964,AVA,2024-09-16,5:29:00 a.m.,9245,BOG,101.66,septiembre,lunes,AA
1965,AVA,2024-09-16,7:07:00 a.m.,9243,BOG,99.45,septiembre,lunes,AA
1966,AVA,2024-09-16,7:44:00 a.m.,8427,BOG,98.34,septiembre,lunes,AAA
1967,AVA,2024-09-16,9:00:00 a.m.,9311,BOG,102.76,septiembre,lunes,AAA
1968,AVA,2024-09-16,10:20:00 a.m.,9351,BOG,102.76,septiembre,lunes,A
1969,AVA,2024-09-16,11:25:00 a.m.,9349,BOG,101.1,septiembre,lunes,AAA
1970,AVA,2024-09-16,1:00:00 p.m.,9329,BOG,102.21,septiembre,lunes,AA
1971,AVA,2024-09-16,1:55:00 p.m.,9301,BOG,100.55,septiembre,lunes,AA
1972,AVA,2024-09-16,2:55:00 p.m.,9303,BOG,101.66,septiembre,lunes,AA
1973,AVA,2024-09-16,2:26:00 p.m.,9337,BOG,102.21,septiembre,lunes,AAA
1974,AVA,2024-09-16,7:52:00 p.m.,9331,BOG,97.79,septiembre,lunes,AA
1975,AVA,2024-09-16,4:30:00 p.m.,9313,BOG,98.34,septiembre,lunes,AAA
1976,AVA,2024-09-16,6:09:00 p.m.,9343,BOG,101.66,septiembre,lunes,AAA
1977,AVA,2024-09-16,5:29:00 p.m.,9553,BOG,102.76,septiembre,lunes,AA
1978,AVA,2024-09-16,6:37:00 p.m.,9333,BOG,99.45,septiembre,lunes,AA
1979,AVA,2024-09-16,6:54:00 p.m.,9375,BOG,98.9,septiembre,lunes,AAA
1980,AVA,2024-09-16,7:20:00 p.m.,9309,BOG,76.8,septiembre,lunes,AA
1981,AVA,2024-09-16,9:58:00 p.m.,9327,BOG,83.43,septiembre,lunes,AA
1982,AVA,2024-09-16,10:33:00 p.m.,9335,BOG,80.66,septiembre,lunes,AA
1983,AVA,2024-09-17,8:01:00 a.m.,9463,BOG,87.29,septiembre,martes,AAA
1984,AVA,2024-09-17,8:50:00 a.m.,8451,BOG,92.82,septiembre,martes,AAA
1985,AVA,2024-09-17,5:30:00 a.m.,9245,BOG,101.66,septiembre,martes,AA
1986,AVA,2024-09-17,6:33:00 a.m.,9243,BOG,96.69,septiembre,martes,AA
1987,AVA,2024-09-17,5:28:00 a.m.,8435,BOG,95.58,septiembre,martes,AA
1988,AVA,2024-09-17,6:11:00 a.m.,9725,BOG,92.82,septiembre,martes,AA
1989,AVA,2024-09-17,7:33:00 a.m.,8427,BOG,93.37,septiembre,martes,AAA
1990,AVA,2024-09-17,8:54:00 a.m.,9311,BOG,88.4,septiembre,martes,AAA
1991,AVA,2024-09-17,10:15:00 a.m.,9351,BOG,96.13,septiembre,martes,A
1992,AVA,2024-09-17,10:55:00 a.m.,9349,BOG,96.13,septiembre,martes,AAA
1993,AVA,2024-09-17,12:34:00 p.m.,9329,BOG,99.45,septiembre,martes,AA
1994,AVA,2024-09-17,1:49:00 p.m.,9301,BOG,97.24,septiembre,martes,AA
1995,AVA,2024-09-17,1:55:00 p.m.,9337,BOG,88.95,septiembre,martes,AAA
1996,AVA,2024-09-17,2:40:00 p.m.,9303,BOG,67.96,septiembre,martes,AA
1997,AVA,2024-09-17,4:00:00 p.m.,9307,BOG,85.08,septiembre,martes,AA
1998,AVA,2024-09-17,4:15:00 p.m.,9313,BOG,77.35,septiembre,martes,AAA
1999,AVA,2024-09-17,5:09:00 p.m.,9553,BOG,87.29,septiembre,martes,AA
2000,AVA,2024-09-17,5:30:00 p.m.,9309,BOG,76.24,septiembre,martes,AA
2001,AVA,2024-09-17,5:51:00 p.m.,9343,BOG,83.98,septiembre,martes,AAA
2002,AVA,2024-09-17,6:24:00 p.m.,9375,BOG,81.22,septiembre,martes,AAA
2003,AVA,2024-09-17,6:40:00 p.m.,9333,BOG,75.69,septiembre,martes,AA
2004,AVA,2024-09-17,7:58:00 p.m.,9331,BOG,82.32,septiembre,martes,AA
2005,AVA,2024-09-17,8:45:00 p.m.,9355,BOG,84.53,septiembre,martes,AA
2006,AVA,2024-09-17,9:52:00 p.m.,9327,BOG,69.61,septiembre,martes,AA
2007,AVA,2024-09-17,10:28:00 p.m.,9335,BOG,53.59,septiembre,martes,AA
2008,AVA,2024-09-18,5:30:00 a.m.,8435,BOG,84.53,septiembre,mircoles,AA
2009,AVA,2024-09-18,8:00:00 a.m.,9463,BOG,96.69,septiembre,mircoles,AAA
2010,AVA,2024-09-18,5:22:00 a.m.,9245,BOG,91.71,septiembre,mircoles,AA
2011,AVA,2024-09-18,6:14:00 a.m.,9725,BOG,91.71,septiembre,mircoles,AA
2012,AVA,2024-09-18,6:30:00 a.m.,9243,BOG,94.48,septiembre,mircoles,AA
2013,AVA,2024-09-18,8:04:00 a.m.,8427,BOG,88.4,septiembre,mircoles,AAA
2014,AVA,2024-09-18,8:32:00 a.m.,8451,BOG,88.4,septiembre,mircoles,AAA
2015,AVA,2024-09-18,9:02:00 a.m.,9311,BOG,94.48,septiembre,mircoles,AAA
2016,AVA,2024-09-18,9:25:00 a.m.,9557,BOG,85.0,septiembre,mircoles,AA
2017,AVA,2024-09-18,10:13:00 a.m.,9351,BOG,98.34,septiembre,mircoles,A
2018,AVA,2024-09-18,11:00:00 a.m.,9349,BOG,93.37,septiembre,mircoles,AAA
2019,AVA,2024-09-18,12:35:00 p.m.,9329,BOG,97.79,septiembre,mircoles,AA
2020,AVA,2024-09-18,3:28:00 p.m.,9307,BOG,87.29,septiembre,mircoles,AA
2021,AVA,2024-09-18,1:23:00 p.m.,9301,BOG,97.24,septiembre,mircoles,AA
2022,AVA,2024-09-18,2:07:00 p.m.,9337,BOG,88.4,septiembre,mircoles,AAA
2023,AVA,2024-09-18,2:48:00 p.m.,9303,BOG,80.66,septiembre,mircoles,AA
2024,AVA,2024-09-18,4:14:00 p.m.,9313,BOG,100.0,septiembre,mircoles,AAA
2025,AVA,2024-09-18,5:09:00 p.m.,9553,BOG,96.13,septiembre,mircoles,AA
2026,AVA,2024-09-18,6:00:00 p.m.,9343,BOG,93.37,septiembre,mircoles,AAA
2027,AVA,2024-09-18,5:32:00 p.m.,9309,BOG,94.48,septiembre,mircoles,AA
2028,AVA,2024-09-18,6:32:00 p.m.,9375,BOG,87.29,septiembre,mircoles,AAA
2029,AVA,2024-09-18,6:44:00 p.m.,9333,BOG,97.79,septiembre,mircoles,AA
2030,AVA,2024-09-18,8:04:00 p.m.,9331,BOG,88.95,septiembre,mircoles,AA
2031,AVA,2024-09-18,8:36:00 p.m.,9355,BOG,79.01,septiembre,mircoles,AA
2032,AVA,2024-09-18,9:51:00 p.m.,9327,BOG,81.22,septiembre,mircoles,AA
2033,AVA,2024-09-18,10:28:00 p.m.,9335,BOG,53.04,septiembre,mircoles,AA
2034,AVA,2024-09-19,6:50:00 a.m.,9243,BOG,94.48,septiembre,jueves,AA
2035,AVA,2024-09-19,8:00:00 a.m.,9463,BOG,95.03,septiembre,jueves,AAA
2036,AVA,2024-09-19,6:14:00 a.m.,9725,BOG,101.1,septiembre,jueves,AA
2037,AVA,2024-09-19,7:24:00 a.m.,8435,BOG,40.33,septiembre,jueves,AA
2038,AVA,2024-09-19,8:25:00 a.m.,8451,BOG,91.71,septiembre,jueves,AAA
2039,AVA,2024-09-19,5:28:00 a.m.,9245,BOG,98.9,septiembre,jueves,AA
2040,AVA,2024-09-19,7:26:00 a.m.,8427,BOG,91.16,septiembre,jueves,AAA
2041,AVA,2024-09-19,8:55:00 a.m.,9311,BOG,92.82,septiembre,jueves,AAA
2042,AVA,2024-09-19,11:24:00 a.m.,9349,BOG,101.1,septiembre,jueves,AAA
2043,AVA,2024-09-19,12:33:00 p.m.,9329,BOG,100.0,septiembre,jueves,AA
2044,AVA,2024-09-19,1:29:00 p.m.,9301,BOG,100.55,septiembre,jueves,AA
2045,AVA,2024-09-19,2:08:00 p.m.,9337,BOG,97.79,septiembre,jueves,AAA
2046,AVA,2024-09-19,2:49:00 p.m.,9303,BOG,92.82,septiembre,jueves,AA
2047,AVA,2024-09-19,6:11:00 p.m.,9343,BOG,97.79,septiembre,jueves,AAA
2048,AVA,2024-09-19,4:12:00 p.m.,9313,BOG,101.66,septiembre,jueves,AAA
2049,AVA,2024-09-19,5:26:00 p.m.,9553,BOG,101.1,septiembre,jueves,AA
2050,AVA,2024-09-19,5:34:00 p.m.,9309,BOG,100.0,septiembre,jueves,AA
2051,AVA,2024-09-19,6:33:00 p.m.,9375,BOG,102.21,septiembre,jueves,AAA
2052,AVA,2024-09-19,6:59:00 p.m.,9333,BOG,100.55,septiembre,jueves,AA
2053,AVA,2024-09-19,8:57:00 p.m.,9355,BOG,99.45,septiembre,jueves,AA
2054,AVA,2024-09-19,8:56:00 p.m.,9331,BOG,77.35,septiembre,jueves,AA
2055,AVA,2024-09-19,10:18:00 p.m.,9327,BOG,98.34,septiembre,jueves,AA
2056,AVA,2024-09-19,10:30:00 p.m.,9335,BOG,77.9,septiembre,jueves,AA
2057,AVA,2024-09-20,9:30:00 a.m.,9557,BOG,97.24,septiembre,viernes,AA
2058,AVA,2024-09-20,7:55:00 a.m.,9463,BOG,85.64,septiembre,viernes,AAA
2059,AVA,2024-09-20,5:29:00 a.m.,8435,BOG,71.27,septiembre,viernes,AA
2060,AVA,2024-09-20,5:24:00 a.m.,9245,BOG,84.53,septiembre,viernes,AA
2061,AVA,2024-09-20,6:32:00 a.m.,9243,BOG,88.95,septiembre,viernes,AA
2062,AVA,2024-09-20,6:10:00 a.m.,9725,BOG,72.93,septiembre,viernes,AA
2063,AVA,2024-09-20,7:28:00 a.m.,8427,BOG,90.06,septiembre,viernes,AAA
2064,AVA,2024-09-20,8:32:00 a.m.,8451,BOG,90.06,septiembre,viernes,AAA
2065,AVA,2024-09-20,8:56:00 a.m.,9311,BOG,90.61,septiembre,viernes,AAA
2066,AVA,2024-09-20,10:24:00 a.m.,9351,BOG,97.79,septiembre,viernes,A
2067,AVA,2024-09-20,11:18:00 a.m.,9349,BOG,96.69,septiembre,viernes,AAA
2068,AVA,2024-09-20,12:40:00 p.m.,9329,BOG,101.1,septiembre,viernes,AA
2069,AVA,2024-09-20,1:26:00 p.m.,9301,BOG,99.45,septiembre,viernes,AA
2070,AVA,2024-09-20,2:06:00 p.m.,9337,BOG,98.9,septiembre,viernes,AAA
2071,AVA,2024-09-20,2:52:00 p.m.,9303,BOG,100.0,septiembre,viernes,AA
2072,AVA,2024-09-20,4:32:00 p.m.,9313,BOG,101.1,septiembre,viernes,AAA
2073,AVA,2024-09-20,6:03:00 p.m.,9343,BOG,92.82,septiembre,viernes,AAA
2074,AVA,2024-09-20,5:32:00 p.m.,9553,BOG,101.66,septiembre,viernes,AA
2075,AVA,2024-09-20,7:12:00 p.m.,9333,BOG,100.55,septiembre,viernes,AA
2076,AVA,2024-09-20,5:40:00 p.m.,9309,BOG,97.79,septiembre,viernes,AA
2077,AVA,2024-09-20,6:34:00 p.m.,9375,BOG,98.9,septiembre,viernes,AAA
2078,AVA,2024-09-20,7:54:00 p.m.,9331,BOG,99.45,septiembre,viernes,AA
2079,AVA,2024-09-20,9:00:00 p.m.,9355,BOG,101.66,septiembre,viernes,AA
2080,AVA,2024-09-20,10:04:00 p.m.,9327,BOG,96.69,septiembre,viernes,AA
2081,AVA,2024-09-20,10:25:00 p.m.,9335,BOG,82.32,septiembre,viernes,AA
2082,AVA,2024-09-21,8:44:00 p.m.,9355,BOG,90.06,septiembre,sbado,AA
2083,AVA,2024-09-21,5:28:00 a.m.,9245,BOG,94.48,septiembre,sbado,AA
2084,AVA,2024-09-21,8:01:00 a.m.,9463,BOG,97.24,septiembre,sbado,AAA
2085,AVA,2024-09-21,8:27:00 a.m.,8451,BOG,95.03,septiembre,sbado,AAA
2086,AVA,2024-09-21,6:36:00 a.m.,9243,BOG,83.98,septiembre,sbado,AA
2087,AVA,2024-09-21,6:14:00 a.m.,9725,BOG,75.14,septiembre,sbado,AA
2088,AVA,2024-09-21,7:28:00 a.m.,8427,BOG,90.06,septiembre,sbado,AAA
2089,AVA,2024-09-21,9:00:00 a.m.,9311,BOG,100.0,septiembre,sbado,AAA
2090,AVA,2024-09-21,10:29:00 a.m.,9351,BOG,93.37,septiembre,sbado,A
2091,AVA,2024-09-21,11:08:00 a.m.,9349,BOG,96.13,septiembre,sbado,AAA
2092,AVA,2024-09-21,6:29:00 p.m.,9375,BOG,78.45,septiembre,sbado,AAA
2093,AVA,2024-09-21,1:35:00 p.m.,9301,BOG,97.24,septiembre,sbado,AA
2094,AVA,2024-09-21,2:16:00 p.m.,9337,BOG,98.34,septiembre,sbado,AAA
