,Aerolinea,Fecha Salida,Hora Salida,Vuelo Salida,Destino,%LF DEP,Mes,Dia Dep,Tipo dia
1144,AVA,2024-08-14,9:01:00 a.m.,9311,BOG,101.1,agosto,mircoles,1
1145,AVA,2024-08-14,12:34:00 p.m.,9349,BOG,98.9,agosto,mircoles,1
1146,AVA,2024-08-14,12:35:00 p.m.,9351,BOG,93.92,agosto,mircoles,1
1147,AVA,2024-08-14,1:15:00 p.m.,9329,BOG,93.92,agosto,mircoles,1
1148,AVA,2024-08-14,1:41:00 p.m.,9301,BOG,88.95,agosto,mircoles,1
1149,AVA,2024-08-14,2:48:00 p.m.,9303,BOG,97.79,agosto,mircoles,1
1150,AVA,2024-08-14,3:33:00 p.m.,9307,BOG,101.39,agosto,mircoles,1
1151,AVA,2024-08-14,5:33:00 p.m.,9553,BOG,98.34,agosto,mircoles,1
1152,AVA,2024-08-14,5:30:00 p.m.,9309,BOG,98.9,agosto,mircoles,1
1153,AVA,2024-08-14,6:06:00 p.m.,9343,BOG,98.34,agosto,mircoles,1
1154,AVA,2024-08-14,6:26:00 p.m.,9375,BOG,97.79,agosto,mircoles,1
1155,AVA,2024-08-14,6:41:00 p.m.,9333,BOG,92.27,agosto,mircoles,1
1156,AVA,2024-08-14,7:57:00 p.m.,9331,BOG,93.92,agosto,mircoles,1
1157,AVA,2024-08-14,8:50:00 p.m.,9355,BOG,86.11,agosto,mircoles,1
1158,AVA,2024-08-14,9:56:00 p.m.,9327,BOG,66.85,agosto,mircoles,1
1159,AVA,2024-08-14,10:37:00 p.m.,9335,BOG,95.83,agosto,mircoles,1
1160,AVA,2024-08-14,8:31:00 a.m.,8451,BOG,98.34,agosto,mircoles,1
1161,AVA,2024-08-15,6:35:00 a.m.,9243,BOG,95.58,agosto,jueves,1
1162,AVA,2024-08-15,5:27:00 a.m.,9245,BOG,77.9,agosto,jueves,1
1163,AVA,2024-08-15,4:33:00 a.m.,9653,BOG,69.06,agosto,jueves,1
1164,AVA,2024-08-15,4:53:00 a.m.,8475,BOG,59.12,agosto,jueves,1
1165,AVA,2024-08-15,6:15:00 a.m.,9725,BOG,95.58,agosto,jueves,1
1166,AVA,2024-08-15,5:10:00 a.m.,8435,BOG,89.5,agosto,jueves,1
1167,AVA,2024-08-15,8:02:00 a.m.,9463,BOG,91.16,agosto,jueves,1
1168,AVA,2024-08-15,7:36:00 a.m.,8427,BOG,81.22,agosto,jueves,1
1169,AVA,2024-08-15,8:29:00 a.m.,8451,BOG,87.29,agosto,jueves,1
1170,AVA,2024-08-15,9:11:00 a.m.,9311,BOG,98.34,agosto,jueves,1
1171,AVA,2024-08-15,11:15:00 a.m.,9349,BOG,103.87,agosto,jueves,1
1172,AVA,2024-08-15,12:35:00 p.m.,9329,BOG,98.9,agosto,jueves,1
1173,AVA,2024-08-15,3:34:00 p.m.,9337,BOG,95.03,agosto,jueves,1
1174,AVA,2024-08-15,1:27:00 p.m.,9301,BOG,102.21,agosto,jueves,1
1175,AVA,2024-08-15,4:26:00 p.m.,9303,BOG,101.1,agosto,jueves,1
1176,AVA,2024-08-15,7:17:00 p.m.,9313,BOG,103.31,agosto,jueves,1
1177,AVA,2024-08-15,8:54:00 p.m.,9375,BOG,99.45,agosto,jueves,1
1178,AVA,2024-08-15,7:24:00 p.m.,9309,BOG,81.77,agosto,jueves,1
1179,AVA,2024-08-15,10:02:00 p.m.,9343,BOG,98.9,agosto,jueves,1
1180,AVA,2024-08-15,9:50:00 p.m.,9333,BOG,94.48,agosto,jueves,1
1181,AVA,2024-08-15,9:56:00 p.m.,9355,BOG,100.55,agosto,jueves,1
1182,AVA,2024-08-15,10:56:00 p.m.,9335,BOG,101.66,agosto,jueves,1
1183,AVA,2024-08-16,9:45:00 a.m.,9557,BOG,101.66,agosto,viernes,2
1184,AVA,2024-08-16,6:38:00 a.m.,9243,BOG,101.66,agosto,viernes,2
1185,AVA,2024-08-16,5:09:00 a.m.,8435,BOG,100.55,agosto,viernes,2
1186,AVA,2024-08-16,4:38:00 a.m.,9653,BOG,105.52,agosto,viernes,2
1187,AVA,2024-08-16,6:20:00 a.m.,9725,BOG,101.66,agosto,viernes,2
1188,AVA,2024-08-16,7:30:00 a.m.,8427,BOG,100.55,agosto,viernes,2
1189,AVA,2024-08-16,8:11:00 a.m.,9463,BOG,99.45,agosto,viernes,2
1190,AVA,2024-08-16,8:25:00 a.m.,8451,BOG,102.21,agosto,viernes,2
1191,AVA,2024-08-16,9:20:00 a.m.,9311,BOG,100.0,agosto,viernes,2
1192,AVA,2024-08-16,11:28:00 a.m.,9349,BOG,102.21,agosto,viernes,2
1193,AVA,2024-08-16,11:54:00 a.m.,9351,BOG,101.1,agosto,viernes,2
1194,AVA,2024-08-16,1:13:00 p.m.,9329,BOG,100.0,agosto,viernes,2
1195,AVA,2024-08-16,1:36:00 p.m.,9301,BOG,99.45,agosto,viernes,2
1196,AVA,2024-08-16,2:21:00 p.m.,9337,BOG,97.79,agosto,viernes,2
1197,AVA,2024-08-16,2:59:00 p.m.,9303,BOG,100.55,agosto,viernes,2
1198,AVA,2024-08-16,4:26:00 p.m.,9313,BOG,100.0,agosto,viernes,2
1199,AVA,2024-08-16,6:06:00 p.m.,9343,BOG,80.11,agosto,viernes,2
1200,AVA,2024-08-16,5:41:00 p.m.,9309,BOG,100.0,agosto,viernes,2
1201,AVA,2024-08-16,6:45:00 p.m.,9375,BOG,97.24,agosto,viernes,2
1202,AVA,2024-08-16,7:12:00 p.m.,9553,BOG,99.45,agosto,viernes,2
1203,AVA,2024-08-16,7:10:00 p.m.,9333,BOG,97.79,agosto,viernes,2
1204,AVA,2024-08-16,8:03:00 p.m.,9331,BOG,100.55,agosto,viernes,2
1205,AVA,2024-08-16,8:43:00 p.m.,9355,BOG,97.79,agosto,viernes,2
1206,AVA,2024-08-16,10:05:00 p.m.,9327,BOG,102.76,agosto,viernes,2
1207,AVA,2024-08-17,6:27:00 a.m.,9243,BOG,100.55,agosto,sbado,3
1208,AVA,2024-08-17,10:59:00 a.m.,9463,BOG,79.01,agosto,sbado,3
1209,AVA,2024-08-17,6:27:00 a.m.,9725,BOG,99.45,agosto,sbado,3
1210,AVA,2024-08-17,4:35:00 a.m.,9653,BOG,98.9,agosto,sbado,3
1211,AVA,2024-08-17,5:10:00 a.m.,8435,BOG,89.5,agosto,sbado,3
1212,AVA,2024-08-17,5:23:00 a.m.,9245,BOG,89.5,agosto,sbado,3
1213,AVA,2024-08-17,4:56:00 a.m.,8475,BOG,85.64,agosto,sbado,3
1214,AVA,2024-08-17,7:24:00 a.m.,8427,BOG,104.17,agosto,sbado,3
1215,AVA,2024-08-17,8:36:00 a.m.,8451,BOG,105.52,agosto,sbado,3
1216,AVA,2024-08-17,9:04:00 a.m.,9311,BOG,102.21,agosto,sbado,3
1217,AVA,2024-08-17,10:08:00 a.m.,9351,BOG,104.97,agosto,sbado,3
1218,AVA,2024-08-17,11:32:00 a.m.,9349,BOG,100.55,agosto,sbado,3
1219,AVA,2024-08-17,1:31:00 p.m.,9301,BOG,99.45,agosto,sbado,3
1220,AVA,2024-08-17,2:18:00 p.m.,9337,BOG,83.43,agosto,sbado,3
1221,AVA,2024-08-17,2:45:00 p.m.,9303,BOG,96.13,agosto,sbado,3
1222,AVA,2024-08-17,4:13:00 p.m.,9313,BOG,87.85,agosto,sbado,3
1223,AVA,2024-08-17,5:15:00 p.m.,9553,BOG,95.14,agosto,sbado,3
1224,AVA,2024-08-17,5:58:00 p.m.,9343,BOG,81.77,agosto,sbado,3
1225,AVA,2024-08-17,6:03:00 p.m.,9309,BOG,94.48,agosto,sbado,3
1226,AVA,2024-08-17,6:24:00 p.m.,9375,BOG,93.92,agosto,sbado,3
1227,AVA,2024-08-17,6:41:00 p.m.,9333,BOG,86.74,agosto,sbado,3
1228,AVA,2024-08-17,7:53:00 p.m.,9331,BOG,88.4,agosto,sbado,3
1229,AVA,2024-08-17,8:46:00 p.m.,9355,BOG,86.19,agosto,sbado,3
1230,AVA,2024-08-17,9:55:00 p.m.,9327,BOG,87.29,agosto,sbado,3
1231,AVA,2024-08-17,10:26:00 p.m.,9335,BOG,86.74,agosto,sbado,3
1232,AVA,2024-08-18,9:37:00 a.m.,9557,BOG,66.3,agosto,domingo,3
1233,AVA,2024-08-18,6:39:00 a.m.,9243,BOG,57.46,agosto,domingo,3
1234,AVA,2024-08-18,5:27:00 a.m.,9245,BOG,43.65,agosto,domingo,3
1235,AVA,2024-08-18,4:34:00 a.m.,9653,BOG,86.19,agosto,domingo,3
1236,AVA,2024-08-18,7:26:00 a.m.,8427,BOG,44.75,agosto,domingo,3
1237,AVA,2024-08-18,7:58:00 a.m.,9463,BOG,44.2,agosto,domingo,3
1238,AVA,2024-08-18,8:48:00 a.m.,8451,BOG,95.58,agosto,domingo,3
1239,AVA,2024-08-18,9:44:00 a.m.,9311,BOG,46.96,agosto,domingo,3
1240,AVA,2024-08-18,10:34:00 a.m.,9351,BOG,67.96,agosto,domingo,3
1241,AVA,2024-08-18,1:41:00 p.m.,9301,BOG,80.66,agosto,domingo,3
1242,AVA,2024-08-18,2:58:00 p.m.,9303,BOG,69.61,agosto,domingo,3
1243,AVA,2024-08-18,2:57:00 p.m.,9337,BOG,43.09,agosto,domingo,3
1244,AVA,2024-08-18,4:16:00 p.m.,9313,BOG,93.92,agosto,domingo,3
1245,AVA,2024-08-18,5:11:00 p.m.,9553,BOG,78.45,agosto,domingo,3
1246,AVA,2024-08-18,5:20:00 p.m.,9309,BOG,43.65,agosto,domingo,3
1247,AVA,2024-08-18,6:02:00 p.m.,9343,BOG,45.86,agosto,domingo,3
1248,AVA,2024-08-18,6:16:00 p.m.,9375,BOG,48.07,agosto,domingo,3
1249,AVA,2024-08-18,6:33:00 p.m.,9333,BOG,72.38,agosto,domingo,3
1250,AVA,2024-08-18,9:45:00 p.m.,9327,BOG,81.22,agosto,domingo,3
1251,AVA,2024-08-18,10:31:00 p.m.,9335,BOG,100.0,agosto,domingo,3
1252,AVA,2024-08-18,7:48:00 p.m.,9331,BOG,83.98,agosto,domingo,3
1253,AVA,2024-08-19,12:42:00 p.m.,9463,BOG,50.83,agosto,lunes,3
1254,AVA,2024-08-19,5:15:00 a.m.,9245,BOG,86.19,agosto,lunes,3
1255,AVA,2024-08-19,6:34:00 a.m.,9243,BOG,100.0,agosto,lunes,3
1256,AVA,2024-08-19,4:33:00 a.m.,9653,BOG,83.43,agosto,lunes,3
1257,AVA,2024-08-19,4:50:00 a.m.,8475,BOG,70.17,agosto,lunes,3
1258,AVA,2024-08-19,7:27:00 a.m.,8427,BOG,94.48,agosto,lunes,3
1259,AVA,2024-08-19,8:42:00 a.m.,8451,BOG,100.0,agosto,lunes,3
1260,AVA,2024-08-19,9:03:00 a.m.,9311,BOG,102.76,agosto,lunes,3
1261,AVA,2024-08-19,10:05:00 a.m.,9351,BOG,101.66,agosto,lunes,3
1262,AVA,2024-08-19,11:00:00 a.m.,9349,BOG,101.1,agosto,lunes,3
1263,AVA,2024-08-19,12:26:00 p.m.,9329,BOG,78.45,agosto,lunes,3
1264,AVA,2024-08-19,2:15:00 p.m.,9337,BOG,101.1,agosto,lunes,3
1265,AVA,2024-08-19,1:35:00 p.m.,9301,BOG,97.79,agosto,lunes,3
1266,AVA,2024-08-19,2:51:00 p.m.,9303,BOG,100.0,agosto,lunes,3
1267,AVA,2024-08-19,4:26:00 p.m.,9313,BOG,101.66,agosto,lunes,3
1268,AVA,2024-08-19,5:12:00 p.m.,9553,BOG,82.32,agosto,lunes,3
1269,AVA,2024-08-19,6:23:00 p.m.,9343,BOG,103.87,agosto,lunes,3
1270,AVA,2024-08-19,5:36:00 p.m.,9309,BOG,102.76,agosto,lunes,3
1271,AVA,2024-08-19,7:18:00 p.m.,9333,BOG,97.24,agosto,lunes,3
1272,AVA,2024-08-19,7:08:00 p.m.,9375,BOG,100.55,agosto,lunes,3
1273,AVA,2024-08-19,8:02:00 p.m.,9331,BOG,91.71,agosto,lunes,3
1274,AVA,2024-08-19,8:42:00 p.m.,9355,BOG,100.0,agosto,lunes,3
1275,AVA,2024-08-19,9:51:00 p.m.,9327,BOG,81.22,agosto,lunes,3
1276,AVA,2024-08-20,6:21:00 a.m.,9725,BOG,97.24,agosto,martes,0
1277,AVA,2024-08-20,5:27:00 a.m.,9245,BOG,98.9,agosto,martes,0
1278,AVA,2024-08-20,4:32:00 a.m.,9653,BOG,97.24,agosto,martes,0
1279,AVA,2024-08-20,4:52:00 a.m.,8475,BOG,101.1,agosto,martes,0
1280,AVA,2024-08-20,12:14:00 a.m.,9335,BOG,80.66,agosto,martes,0
1281,AVA,2024-08-20,5:02:00 a.m.,8435,BOG,97.79,agosto,martes,0
1282,AVA,2024-08-20,6:43:00 a.m.,9243,BOG,80.66,agosto,martes,0
1283,AVA,2024-08-20,7:49:00 a.m.,8427,BOG,101.66,agosto,martes,0
1284,AVA,2024-08-20,9:13:00 a.m.,9311,BOG,96.69,agosto,martes,0
1285,AVA,2024-08-20,10:10:00 a.m.,9351,BOG,101.66,agosto,martes,0
1286,AVA,2024-08-20,11:15:00 a.m.,9349,BOG,104.42,agosto,martes,0
1287,AVA,2024-08-20,12:39:00 p.m.,9329,BOG,101.1,agosto,martes,0
1288,AVA,2024-08-20,1:28:00 p.m.,9301,BOG,102.21,agosto,martes,0
1289,AVA,2024-08-20,2:10:00 p.m.,9337,BOG,101.1,agosto,martes,0
1290,AVA,2024-08-20,2:37:00 p.m.,9303,BOG,96.69,agosto,martes,0
1291,AVA,2024-08-20,3:14:00 p.m.,8451,BOG,94.48,agosto,martes,0
1292,AVA,2024-08-20,3:35:00 p.m.,9307,BOG,101.66,agosto,martes,0
1293,AVA,2024-08-20,4:21:00 p.m.,9313,BOG,100.0,agosto,martes,0
1294,AVA,2024-08-20,5:17:00 p.m.,9553,BOG,92.36,agosto,martes,0
1295,AVA,2024-08-20,5:56:00 p.m.,9309,BOG,100.0,agosto,martes,0
1296,AVA,2024-08-20,6:11:00 p.m.,9343,BOG,100.55,agosto,martes,0
1297,AVA,2024-08-20,6:32:00 p.m.,9375,BOG,96.13,agosto,martes,0
1298,AVA,2024-08-20,6:59:00 p.m.,9333,BOG,100.55,agosto,martes,0
1299,AVA,2024-08-20,7:47:00 p.m.,9331,BOG,86.19,agosto,martes,0
1300,AVA,2024-08-20,9:09:00 p.m.,9355,BOG,92.27,agosto,martes,0
1301,AVA,2024-08-20,9:54:00 p.m.,9327,BOG,93.92,agosto,martes,0
1302,AVA,2024-08-20,10:47:00 p.m.,9335,BOG,71.27,agosto,martes,0
1303,AVA,2024-08-21,6:11:00 a.m.,9725,BOG,92.27,agosto,mircoles,1
1304,AVA,2024-08-21,4:35:00 a.m.,9653,BOG,91.0,agosto,mircoles,1
1305,AVA,2024-08-21,5:28:00 a.m.,9245,BOG,86.74,agosto,mircoles,1
1306,AVA,2024-08-21,5:11:00 a.m.,8435,BOG,95.03,agosto,mircoles,1
1307,AVA,2024-08-21,4:12:00 a.m.,8445,BOG,101.66,agosto,mircoles,1
1308,AVA,2024-08-21,6:42:00 a.m.,9243,BOG,87.29,agosto,mircoles,1
1309,AVA,2024-08-21,8:10:00 a.m.,9463,BOG,101.1,agosto,mircoles,1
1310,AVA,2024-08-21,8:38:00 a.m.,8451,BOG,100.55,agosto,mircoles,1
1311,AVA,2024-08-21,9:01:00 a.m.,9311,BOG,97.79,agosto,mircoles,1
1312,AVA,2024-08-21,9:33:00 a.m.,9557,BOG,101.66,agosto,mircoles,1
1313,AVA,2024-08-21,10:20:00 a.m.,9351,BOG,101.1,agosto,mircoles,1
1314,AVA,2024-08-21,12:11:00 p.m.,9349,BOG,103.31,agosto,mircoles,1
1315,AVA,2024-08-21,12:33:00 p.m.,9329,BOG,97.79,agosto,mircoles,1
1316,AVA,2024-08-21,1:30:00 p.m.,9301,BOG,102.21,agosto,mircoles,1
1317,AVA,2024-08-21,2:10:00 p.m.,9337,BOG,100.0,agosto,mircoles,1
1318,AVA,2024-08-21,2:35:00 p.m.,9303,BOG,96.13,agosto,mircoles,1
1319,AVA,2024-08-21,4:37:00 p.m.,9313,BOG,100.55,agosto,mircoles,1
1320,AVA,2024-08-21,5:10:00 p.m.,9553,BOG,101.39,agosto,mircoles,1
1321,AVA,2024-08-21,5:25:00 p.m.,9309,BOG,80.66,agosto,mircoles,1
1322,AVA,2024-08-21,6:10:00 p.m.,9343,BOG,95.03,agosto,mircoles,1
1323,AVA,2024-08-21,6:53:00 p.m.,9375,BOG,81.22,agosto,mircoles,1
1324,AVA,2024-08-21,7:11:00 p.m.,9333,BOG,78.45,agosto,mircoles,1
1325,AVA,2024-08-21,8:29:00 p.m.,9355,BOG,93.37,agosto,mircoles,1
1326,AVA,2024-08-21,9:51:00 p.m.,9327,BOG,87.85,agosto,mircoles,1
1327,AVA,2024-08-21,10:30:00 p.m.,9335,BOG,71.82,agosto,mircoles,1
1328,AVA,2024-08-22,8:00:00 a.m.,9463,BOG,94.48,agosto,jueves,1
1329,AVA,2024-08-22,4:49:00 a.m.,8475,BOG,46.41,agosto,jueves,1
1330,AVA,2024-08-22,5:24:00 a.m.,9245,BOG,83.43,agosto,jueves,1
1331,AVA,2024-08-22,6:15:00 a.m.,9725,BOG,86.19,agosto,jueves,1
1332,AVA,2024-08-22,5:12:00 a.m.,8435,BOG,32.6,agosto,jueves,1
1333,AVA,2024-08-22,4:35:00 a.m.,9653,BOG,92.82,agosto,jueves,1
1334,AVA,2024-08-22,6:47:00 a.m.,9243,BOG,93.92,agosto,jueves,1
1335,AVA,2024-08-22,8:05:00 a.m.,8427,BOG,91.71,agosto,jueves,1
1336,AVA,2024-08-22,8:26:00 a.m.,8451,BOG,90.61,agosto,jueves,1
1337,AVA,2024-08-22,9:08:00 a.m.,9311,BOG,94.48,agosto,jueves,1
1338,AVA,2024-08-22,11:15:00 a.m.,9349,BOG,97.79,agosto,jueves,1
1339,AVA,2024-08-22,12:35:00 p.m.,9329,BOG,100.0,agosto,jueves,1
1340,AVA,2024-08-22,1:25:00 p.m.,9301,BOG,96.69,agosto,jueves,1
1341,AVA,2024-08-22,2:09:00 p.m.,9337,BOG,92.27,agosto,jueves,1
1342,AVA,2024-08-22,3:05:00 p.m.,9303,BOG,102.76,agosto,jueves,1
1343,AVA,2024-08-22,5:31:00 p.m.,9553,BOG,103.47,agosto,jueves,1
1344,AVA,2024-08-22,6:09:00 p.m.,9343,BOG,101.1,agosto,jueves,1
1345,AVA,2024-08-22,6:12:00 p.m.,9309,BOG,102.78,agosto,jueves,1
1346,AVA,2024-08-22,6:43:00 p.m.,9375,BOG,101.1,agosto,jueves,1
1347,AVA,2024-08-22,7:10:00 p.m.,9333,BOG,101.1,agosto,jueves,1
1348,AVA,2024-08-22,7:54:00 p.m.,9331,BOG,97.79,agosto,jueves,1
1349,AVA,2024-08-22,8:49:00 p.m.,9355,BOG,101.66,agosto,jueves,1
1350,AVA,2024-08-22,10:07:00 p.m.,9327,BOG,93.92,agosto,jueves,1
1351,AVA,2024-08-22,10:30:00 p.m.,9335,BOG,88.95,agosto,jueves,1
1352,AVA,2024-08-23,9:22:00 a.m.,9557,BOG,90.61,agosto,viernes,2
1353,AVA,2024-08-23,6:10:00 a.m.,9725,BOG,91.16,agosto,viernes,2
1354,AVA,2024-08-23,4:49:00 a.m.,9653,BOG,91.71,agosto,viernes,2
1355,AVA,2024-08-23,5:07:00 a.m.,8435,BOG,56.35,agosto,viernes,2
1356,AVA,2024-08-23,6:22:00 a.m.,9243,BOG,89.5,agosto,viernes,2
1357,AVA,2024-08-23,5:25:00 a.m.,9245,BOG,65.75,agosto,viernes,2
1358,AVA,2024-08-23,7:30:00 a.m.,8427,BOG,87.29,agosto,viernes,2
1359,AVA,2024-08-23,8:00:00 a.m.,9463,BOG,86.19,agosto,viernes,2
1360,AVA,2024-08-23,8:31:00 a.m.,8451,BOG,80.66,agosto,viernes,2
1361,AVA,2024-08-23,9:02:00 a.m.,9311,BOG,87.29,agosto,viernes,2
1362,AVA,2024-08-23,10:40:00 a.m.,9351,BOG,93.37,agosto,viernes,2
1363,AVA,2024-08-23,11:07:00 a.m.,9349,BOG,95.58,agosto,viernes,2
1364,AVA,2024-08-23,12:45:00 p.m.,9329,BOG,101.1,agosto,viernes,2
1365,AVA,2024-08-23,1:31:00 p.m.,9301,BOG,101.66,agosto,viernes,2
1366,AVA,2024-08-23,2:05:00 p.m.,9337,BOG,100.55,agosto,viernes,2
1367,AVA,2024-08-23,2:41:00 p.m.,9303,BOG,95.58,agosto,viernes,2
1368,AVA,2024-08-23,4:10:00 p.m.,9313,BOG,100.0,agosto,viernes,2
1369,AVA,2024-08-23,5:22:00 p.m.,9553,BOG,102.08,agosto,viernes,2
1370,AVA,2024-08-23,6:01:00 p.m.,9343,BOG,98.9,agosto,viernes,2
1371,AVA,2024-08-23,5:42:00 p.m.,9309,BOG,101.1,agosto,viernes,2
1372,AVA,2024-08-23,6:34:00 p.m.,9375,BOG,97.24,agosto,viernes,2
1373,AVA,2024-08-23,6:53:00 p.m.,9333,BOG,102.21,agosto,viernes,2
1374,AVA,2024-08-23,8:01:00 p.m.,9331,BOG,96.69,agosto,viernes,2
1375,AVA,2024-08-23,8:37:00 p.m.,9355,BOG,98.34,agosto,viernes,2
1376,AVA,2024-08-23,9:55:00 p.m.,9327,BOG,92.27,agosto,viernes,2
1377,AVA,2024-08-23,10:33:00 p.m.,9335,BOG,90.28,agosto,viernes,2
1378,AVA,2024-08-24,4:43:00 a.m.,9653,BOG,87.29,agosto,sbado,3
1379,AVA,2024-08-24,6:33:00 a.m.,9243,BOG,78.45,agosto,sbado,3
1380,AVA,2024-08-24,4:55:00 a.m.,8475,BOG,20.99,agosto,sbado,3
1381,AVA,2024-08-24,6:11:00 a.m.,9725,BOG,83.43,agosto,sbado,3
1382,AVA,2024-08-24,5:09:00 a.m.,8435,BOG,37.02,agosto,sbado,3
1383,AVA,2024-08-24,5:32:00 a.m.,9245,BOG,67.4,agosto,sbado,3
1384,AVA,2024-08-24,7:52:00 a.m.,8427,BOG,95.03,agosto,sbado,3
1385,AVA,2024-08-24,8:06:00 a.m.,9463,BOG,91.16,agosto,sbado,3
1386,AVA,2024-08-24,8:21:00 a.m.,8451,BOG,88.4,agosto,sbado,3
1387,AVA,2024-08-24,9:01:00 a.m.,9311,BOG,86.74,agosto,sbado,3
1388,AVA,2024-08-24,10:12:00 a.m.,9351,BOG,97.79,agosto,sbado,3
1389,AVA,2024-08-24,11:10:00 a.m.,9349,BOG,85.08,agosto,sbado,3
1390,AVA,2024-08-24,2:11:00 p.m.,9337,BOG,91.16,agosto,sbado,3
1391,AVA,2024-08-24,1:47:00 p.m.,9301,BOG,101.1,agosto,sbado,3
1392,AVA,2024-08-24,4:17:00 p.m.,9313,BOG,101.66,agosto,sbado,3
1393,AVA,2024-08-24,2:51:00 p.m.,9303,BOG,97.24,agosto,sbado,3
1394,AVA,2024-08-24,5:19:00 p.m.,9553,BOG,94.44,agosto,sbado,3
1395,AVA,2024-08-24,5:33:00 p.m.,9309,BOG,97.24,agosto,sbado,3
1396,AVA,2024-08-24,6:00:00 p.m.,9343,BOG,92.82,agosto,sbado,3
1397,AVA,2024-08-24,6:16:00 p.m.,9375,BOG,91.71,agosto,sbado,3
1398,AVA,2024-08-24,6:40:00 p.m.,9333,BOG,99.45,agosto,sbado,3
1399,AVA,2024-08-24,7:48:00 p.m.,9331,BOG,100.55,agosto,sbado,3
1400,AVA,2024-08-24,8:37:00 p.m.,9355,BOG,98.34,agosto,sbado,3
1401,AVA,2024-08-24,9:54:00 p.m.,9327,BOG,97.79,agosto,sbado,3
1402,AVA,2024-08-24,10:52:00 p.m.,9335,BOG,91.71,agosto,sbado,3
1403,AVA,2024-08-25,5:24:00 a.m.,9245,BOG,73.48,agosto,domingo,3
1404,AVA,2024-08-25,5:10:00 a.m.,8435,BOG,60.77,agosto,domingo,3
1405,AVA,2024-08-25,8:01:00 a.m.,9463,BOG,101.1,agosto,domingo,3
1406,AVA,2024-08-25,4:33:00 a.m.,9653,BOG,91.71,agosto,domingo,3
1407,AVA,2024-08-25,6:39:00 a.m.,9243,BOG,98.9,agosto,domingo,3
1408,AVA,2024-08-25,6:25:00 a.m.,9725,BOG,96.69,agosto,domingo,3
1409,AVA,2024-08-25,7:34:00 a.m.,8427,BOG,97.24,agosto,domingo,3
1410,AVA,2024-08-25,9:36:00 a.m.,9557,BOG,100.0,agosto,domingo,3
1411,AVA,2024-08-25,9:15:00 a.m.,9311,BOG,103.31,agosto,domingo,3
1412,AVA,2024-08-25,10:35:00 a.m.,9351,BOG,104.97,agosto,domingo,3
1413,AVA,2024-08-25,1:24:00 p.m.,9301,BOG,102.21,agosto,domingo,3
1414,AVA,2024-08-25,2:45:00 p.m.,9303,BOG,101.1,agosto,domingo,3
1415,AVA,2024-08-25,3:29:00 p.m.,9307,BOG,82.32,agosto,domingo,3
1416,AVA,2024-08-25,4:21:00 p.m.,9313,BOG,102.21,agosto,domingo,3
1417,AVA,2024-08-25,5:30:00 p.m.,9553,BOG,104.17,agosto,domingo,3
1418,AVA,2024-08-25,5:39:00 p.m.,9309,BOG,102.76,agosto,domingo,3
1419,AVA,2024-08-25,6:08:00 p.m.,9343,BOG,101.66,agosto,domingo,3
1420,AVA,2024-08-25,6:26:00 p.m.,9375,BOG,101.1,agosto,domingo,3
1421,AVA,2024-08-25,6:47:00 p.m.,9333,BOG,98.9,agosto,domingo,3
1422,AVA,2024-08-25,7:49:00 p.m.,9331,BOG,101.66,agosto,domingo,3
1423,AVA,2024-08-25,8:40:00 p.m.,9355,BOG,101.1,agosto,domingo,3
1424,AVA,2024-08-25,10:03:00 p.m.,9327,BOG,100.55,agosto,domingo,3
1425,AVA,2024-08-25,2:35:00 p.m.,9337,BOG,104.97,agosto,domingo,3
1426,AVA,2024-08-26,5:27:00 a.m.,9245,BOG,101.1,agosto,lunes,0
1427,AVA,2024-08-26,4:49:00 a.m.,8475,BOG,99.45,agosto,lunes,0
1428,AVA,2024-08-26,6:40:00 a.m.,9243,BOG,100.0,agosto,lunes,0
1429,AVA,2024-08-26,5:06:00 a.m.,8435,BOG,99.45,agosto,lunes,0
1430,AVA,2024-08-26,4:34:00 a.m.,9653,BOG,103.31,agosto,lunes,0
1431,AVA,2024-08-26,6:07:00 a.m.,9725,BOG,100.55,agosto,lunes,0
1432,AVA,2024-08-26,7:37:00 a.m.,8427,BOG,100.55,agosto,lunes,0
1433,AVA,2024-08-26,8:28:00 a.m.,8451,BOG,101.66,agosto,lunes,0
1434,AVA,2024-08-26,8:59:00 a.m.,9311,BOG,102.21,agosto,lunes,0
1435,AVA,2024-08-26,10:17:00 a.m.,9351,BOG,104.97,agosto,lunes,0
1436,AVA,2024-08-26,11:13:00 a.m.,9349,BOG,101.1,agosto,lunes,0
1437,AVA,2024-08-26,12:34:00 p.m.,9329,BOG,101.1,agosto,lunes,0
1438,AVA,2024-08-26,1:36:00 p.m.,9301,BOG,100.55,agosto,lunes,0
1439,AVA,2024-08-26,2:28:00 p.m.,9337,BOG,101.66,agosto,lunes,0
1440,AVA,2024-08-26,3:06:00 p.m.,9303,BOG,102.21,agosto,lunes,0
1441,AVA,2024-08-26,4:15:00 p.m.,9313,BOG,101.1,agosto,lunes,0
1442,AVA,2024-08-26,5:13:00 p.m.,9553,BOG,80.66,agosto,lunes,0
1443,AVA,2024-08-26,5:45:00 p.m.,9309,BOG,97.79,agosto,lunes,0
1444,AVA,2024-08-26,6:00:00 p.m.,9343,BOG,97.79,agosto,lunes,0
1445,AVA,2024-08-26,6:30:00 p.m.,9375,BOG,101.66,agosto,lunes,0
