Aerolinea;Fecha Salida;Hora Salida;Vuelo Salida;Destino;%LF DEP;Mes;Dia Dep
AVA;3/11/24;6:34:00 a.m.;8435;BOG;57.46%;noviembre;domingo
AVA;3/11/24;6:00:00 a.m.;9245;BOG;71.82%;noviembre;domingo
AVA;3/11/24;8:20:00 a.m.;9463;BOG;66.85%;noviembre;domingo
AVA;3/11/24;8:48:00 a.m.;8451;BOG;21.55%;noviembre;domingo
AVA;3/11/24;8:55:00 a.m.;9323;BOG;51.93%;noviembre;domingo
AVA;3/11/24;10:22:00 a.m.;9307;BOG;101.66%;noviembre;domingo
AVA;3/11/24;11:26:00 a.m.;9557;BOG;88.95%;noviembre;domingo
AVA;3/11/24;12:27:00 p.m.;9213;BOG;52.49%;noviembre;domingo
AVA;3/11/24;11:58:00 a.m.;9339;BOG;9.94%;noviembre;domingo
AVA;3/11/24;1:38:00 p.m.;9329;BOG;75.14%;noviembre;domingo
AVA;3/11/24;3:58:00 p.m.;9311;BOG;69.06%;noviembre;domingo
AVA;3/11/24;4:57:00 p.m.;8405;BOG;61.88%;noviembre;domingo
AVA;3/11/24;5:16:00 p.m.;9343;BOG;49.17%;noviembre;domingo
AVA;3/11/24;5:44:00 p.m.;9313;BOG;20.99%;noviembre;domingo
AVA;3/11/24;6:29:00 p.m.;9375;BOG;76.24%;noviembre;domingo
AVA;3/11/24;6:10:00 p.m.;9333;BOG;42.54%;noviembre;domingo
AVA;3/11/24;8:03:00 p.m.;9553;BOG;23.76%;noviembre;domingo
AVA;3/11/24;7:59:00 p.m.;9261;BOG;45.86%;noviembre;domingo
AVA;3/11/24;9:00:00 p.m.;9355;BOG;45.30%;noviembre;domingo
AVA;3/11/24;9:29:00 p.m.;9569;BOG;72.38%;noviembre;domingo
AVA;3/11/24;9:54:00 p.m.;9335;BOG;65.75%;noviembre;domingo
AVA;4/11/24;8:21:00 a.m.;9463;BOG;95.58%;noviembre;lunes
AVA;4/11/24;9:13:00 a.m.;9307;BOG;98.90%;noviembre;lunes
AVA;4/11/24;5:04:00 a.m.;9725;BOG;41.99%;noviembre;lunes
AVA;4/11/24;4:40:00 a.m.;9653;BOG;93.37%;noviembre;lunes
AVA;4/11/24;7:08:00 a.m.;8427;BOG;101.66%;noviembre;lunes
AVA;4/11/24;8:50:00 a.m.;9323;BOG;96.69%;noviembre;lunes
AVA;4/11/24;8:44:00 a.m.;8451;BOG;98.34%;noviembre;lunes
AVA;4/11/24;10:16:00 a.m.;9557;BOG;100.00%;noviembre;lunes
AVA;4/11/24;11:04:00 a.m.;9213;BOG;101.10%;noviembre;lunes
AVA;4/11/24;11:31:00 a.m.;9349;BOG;82.87%;noviembre;lunes
AVA;4/11/24;11:52:00 a.m.;9339;BOG;90.61%;noviembre;lunes
AVA;4/11/24;1:00:00 p.m.;9329;BOG;94.48%;noviembre;lunes
AVA;4/11/24;1:45:00 p.m.;9337;BOG;95.03%;noviembre;lunes
AVA;4/11/24;3:30:00 p.m.;9311;BOG;100.55%;noviembre;lunes
AVA;4/11/24;4:59:00 p.m.;9313;BOG;102.21%;noviembre;lunes
AVA;4/11/24;4:53:00 p.m.;8405;BOG;102.21%;noviembre;lunes
AVA;4/11/24;6:35:00 p.m.;9375;BOG;84.53%;noviembre;lunes
AVA;4/11/24;5:36:00 p.m.;9343;BOG;100.55%;noviembre;lunes
AVA;4/11/24;6:15:00 p.m.;9333;BOG;102.21%;noviembre;lunes
AVA;4/11/24;7:15:00 p.m.;9553;BOG;101.66%;noviembre;lunes
AVA;4/11/24;7:25:00 p.m.;8415;BOG;98.90%;noviembre;lunes
AVA;4/11/24;8:53:00 p.m.;9261;BOG;100.00%;noviembre;lunes
AVA;4/11/24;9:04:00 p.m.;9315;BOG;101.66%;noviembre;lunes
AVA;4/11/24;9:54:00 p.m.;9355;BOG;100.55%;noviembre;lunes
AVA;4/11/24;10:03:00 p.m.;9569;BOG;100.00%;noviembre;lunes
AVA;5/11/24;8:13:00 a.m.;9463;BOG;101.10%;noviembre;martes
AVA;5/11/24;5:13:00 a.m.;9725;BOG;101.10%;noviembre;martes
AVA;5/11/24;9:01:00 a.m.;9323;BOG;101.66%;noviembre;martes
AVA;5/11/24;5:55:00 a.m.;9245;BOG;101.66%;noviembre;martes
AVA;5/11/24;7:08:00 a.m.;8427;BOG;100.55%;noviembre;martes
AVA;5/11/24;8:53:00 a.m.;8451;BOG;81.22%;noviembre;martes
AVA;5/11/24;9:38:00 a.m.;9307;BOG;102.21%;noviembre;martes
AVA;5/11/24;10:18:00 a.m.;9557;BOG;101.66%;noviembre;martes
AVA;5/11/24;11:00:00 a.m.;9213;BOG;102.21%;noviembre;martes
AVA;5/11/24;12:03:00 p.m.;9349;BOG;97.24%;noviembre;martes
AVA;5/11/24;12:26:00 p.m.;9346;BOG;100.55%;noviembre;martes
AVA;5/11/24;1:08:00 p.m.;9329;BOG;101.66%;noviembre;martes
AVA;5/11/24;12:45:00 p.m.;9339;BOG;101.10%;noviembre;martes
AVA;5/11/24;3:31:00 p.m.;9309;BOG;102.21%;noviembre;martes
AVA;5/11/24;3:42:00 p.m.;9311;BOG;103.31%;noviembre;martes
AVA;5/11/24;4:40:00 p.m.;9313;BOG;101.10%;noviembre;martes
AVA;5/11/24;4:55:00 p.m.;8405;BOG;98.90%;noviembre;martes
AVA;5/11/24;5:50:00 p.m.;9333;BOG;97.24%;noviembre;martes
AVA;5/11/24;6:38:00 p.m.;9375;BOG;101.10%;noviembre;martes
AVA;5/11/24;6:18:00 p.m.;9343;BOG;98.34%;noviembre;martes
AVA;5/11/24;7:36:00 p.m.;8415;BOG;92.27%;noviembre;martes
AVA;5/11/24;7:46:00 p.m.;9261;BOG;98.90%;noviembre;martes
AVA;5/11/24;8:15:00 p.m.;9331;BOG;101.66%;noviembre;martes
AVA;5/11/24;8:41:00 p.m.;9315;BOG;98.90%;noviembre;martes
AVA;5/11/24;9:20:00 p.m.;9355;BOG;101.66%;noviembre;martes
AVA;5/11/24;10:05:00 p.m.;9569;BOG;100.00%;noviembre;martes
AVA;5/11/24;10:25:00 p.m.;9335;BOG;100.00%;noviembre;martes
AVA;5/11/24;2:22:00 p.m.;9337;BOG;100.00%;noviembre;martes
AVA;6/11/24;5:58:00 a.m.;9245;BOG;100.55%;octubre;miércoles
AVA;6/11/24;8:19:00 a.m.;9463;BOG;100.55%;octubre;miércoles
AVA;6/11/24;7:54:00 a.m.;9243;BOG;101.66%;noviembre;miércoles
AVA;6/11/24;4:43:00 a.m.;8475;BOG;102.08%;noviembre;miércoles
AVA;6/11/24;7:33:00 a.m.;8427;BOG;100.55%;noviembre;miércoles
AVA;6/11/24;9:01:00 a.m.;8451;BOG;101.10%;noviembre;miércoles
AVA;6/11/24;9:00:00 a.m.;9323;BOG;101.66%;noviembre;miércoles
AVA;6/11/24;9:31:00 a.m.;9307;BOG;102.21%;noviembre;miércoles
AVA;6/11/24;10:37:00 a.m.;9557;BOG;102.21%;noviembre;miércoles
AVA;6/11/24;11:02:00 a.m.;9349;BOG;100.00%;noviembre;miércoles
AVA;6/11/24;11:17:00 a.m.;9213;BOG;96.13%;noviembre;miércoles
AVA;6/11/24;12:35:00 p.m.;9339;BOG;98.90%;noviembre;miércoles
AVA;6/11/24;2:18:00 p.m.;9329;BOG;94.48%;noviembre;miércoles
AVA;6/11/24;2:40:00 p.m.;9337;BOG;99.45%;noviembre;miércoles
AVA;6/11/24;5:11:00 p.m.;9313;BOG;100.55%;noviembre;miércoles
AVA;6/11/24;7:47:00 p.m.;9375;BOG;100.55%;noviembre;miércoles
AVA;6/11/24;5:13:00 p.m.;8405;BOG;98.90%;noviembre;miércoles
AVA;6/11/24;5:55:00 p.m.;9311;BOG;101.10%;noviembre;miércoles
AVA;6/11/24;6:06:00 p.m.;8575;BOG;94.48%;noviembre;miércoles
AVA;6/11/24;7:10:00 p.m.;9333;BOG;101.66%;noviembre;miércoles
AVA;6/11/24;9:05:00 p.m.;9553;BOG;97.24%;noviembre;miércoles
AVA;6/11/24;9:17:00 p.m.;9261;BOG;83.98%;noviembre;miércoles
AVA;6/11/24;9:15:00 p.m.;8415;BOG;79.01%;noviembre;miércoles
AVA;6/11/24;10:05:00 p.m.;9569;BOG;84.53%;noviembre;miércoles
AVA;6/11/24;8:45:00 p.m.;9315;BOG;97.79%;noviembre;miércoles
AVA;6/11/24;10:12:00 p.m.;9335;BOG;77.35%;noviembre;miércoles
AVA;7/11/24;8:55:00 a.m.;9323;BOG;89.50%;noviembre;jueves
AVA;7/11/24;5:00:00 a.m.;8475;BOG;102.21%;noviembre;jueves
AVA;7/11/24;6:00:00 a.m.;9245;BOG;101.66%;noviembre;jueves
AVA;7/11/24;7:15:00 a.m.;8427;BOG;100.55%;noviembre;jueves
AVA;7/11/24;8:23:00 a.m.;9463;BOG;98.34%;noviembre;jueves
AVA;7/11/24;8:40:00 a.m.;8451;BOG;65.19%;noviembre;jueves
AVA;7/11/24;9:33:00 a.m.;9307;BOG;91.16%;noviembre;jueves
AVA;7/11/24;10:18:00 a.m.;9557;BOG;80.11%;noviembre;jueves
AVA;7/11/24;11:00:00 a.m.;9213;BOG;102.21%;noviembre;jueves
AVA;7/11/24;11:54:00 a.m.;9349;BOG;77.35%;noviembre;jueves
AVA;7/11/24;11:47:00 a.m.;9339;BOG;90.61%;noviembre;jueves
AVA;7/11/24;1:40:00 p.m.;9329;BOG;100.00%;noviembre;jueves
AVA;7/11/24;12:20:00 p.m.;9346;BOG;60.77%;noviembre;jueves
AVA;7/11/24;2:33:00 p.m.;9337;BOG;95.58%;noviembre;jueves
AVA;7/11/24;3:36:00 p.m.;9309;BOG;91.16%;noviembre;jueves
AVA;7/11/24;4:36:00 p.m.;9311;BOG;76.80%;noviembre;jueves
AVA;7/11/24;4:43:00 p.m.;9313;BOG;40.88%;noviembre;jueves
AVA;7/11/24;4:45:00 p.m.;8405;BOG;59.67%;noviembre;jueves
AVA;7/11/24;5:45:00 p.m.;9343;BOG;100.00%;noviembre;jueves
AVA;7/11/24;6:21:00 p.m.;9375;BOG;91.71%;noviembre;jueves
AVA;7/11/24;6:30:00 p.m.;9333;BOG;83.98%;noviembre;jueves
AVA;7/11/24;7:33:00 p.m.;8415;BOG;97.24%;noviembre;jueves
AVA;7/11/24;7:59:00 p.m.;9261;BOG;80.66%;noviembre;jueves
AVA;7/11/24;10:12:00 p.m.;9569;BOG;99.45%;noviembre;jueves
AVA;7/11/24;9:10:00 p.m.;9315;BOG;48.07%;noviembre;jueves
AVA;7/11/24;9:20:00 p.m.;9331;BOG;67.40%;noviembre;jueves
AVA;7/11/24;9:23:00 p.m.;9355;BOG;79.01%;noviembre;jueves
AVA;8/11/24;7:52:00 a.m.;9243;BOG;63.54%;noviembre;viernes
AVA;8/11/24;8:26:00 a.m.;9463;BOG;41.99%;noviembre;viernes
AVA;8/11/24;7:36:00 a.m.;9725;BOG;69.06%;noviembre;viernes
AVA;8/11/24;6:07:00 a.m.;9245;BOG;101.66%;noviembre;viernes
AVA;8/11/24;4:55:00 a.m.;8475;BOG;99.45%;noviembre;viernes
AVA;8/11/24;7:14:00 a.m.;8427;BOG;71.82%;noviembre;viernes
AVA;8/11/24;8:30:00 a.m.;8451;BOG;59.12%;noviembre;viernes
AVA;8/11/24;9:29:00 a.m.;9323;BOG;102.21%;noviembre;viernes
AVA;8/11/24;10:11:00 a.m.;9557;BOG;81.22%;noviembre;viernes
AVA;8/11/24;12:00:00 p.m.;9349;BOG;101.66%;noviembre;viernes
AVA;8/11/24;1:22:00 p.m.;9339;BOG;88.95%;noviembre;viernes
AVA;8/11/24;2:50:00 p.m.;9329;BOG;103.31%;noviembre;viernes
AVA;8/11/24;2:00:00 p.m.;9337;BOG;96.13%;noviembre;viernes
AVA;8/11/24;6:14:00 p.m.;9313;BOG;96.69%;noviembre;viernes
AVA;8/11/24;6:55:00 p.m.;9343;BOG;100.55%;noviembre;viernes
AVA;8/11/24;7:56:00 p.m.;9375;BOG;100.00%;noviembre;viernes
AVA;8/11/24;6:00:00 p.m.;9333;BOG;86.19%;noviembre;viernes
AVA;8/11/24;8:53:00 p.m.;9553;BOG;89.50%;noviembre;viernes
AVA;8/11/24;8:15:00 p.m.;8415;BOG;98.90%;noviembre;viernes
AVA;8/11/24;9:20:00 p.m.;9261;BOG;100.55%;noviembre;viernes
AVA;8/11/24;11:52:00 p.m.;9315;BOG;101.66%;noviembre;viernes
AVA;8/11/24;10:41:00 p.m.;9569;BOG;98.34%;noviembre;viernes
AVA;8/11/24;10:48:00 p.m.;9335;BOG;99.45%;noviembre;viernes
AVA;8/11/24;10:08:00 a.m.;9307;BOG;101.10%;noviembre;viernes
AVA;9/11/24;5:08:00 a.m.;9653;BOG;97.79%;octubre;sábado
AVA;9/11/24;6:05:00 a.m.;9245;BOG;96.69%;noviembre;sábado
AVA;9/11/24;8:45:00 a.m.;8451;BOG;79.56%;noviembre;sábado
AVA;9/11/24;7:22:00 a.m.;8427;BOG;96.69%;noviembre;sábado
AVA;9/11/24;5:04:00 a.m.;9725;BOG;96.13%;noviembre;sábado
AVA;9/11/24;8:30:00 a.m.;9463;BOG;99.45%;noviembre;sábado
AVA;9/11/24;8:48:00 a.m.;9323;BOG;69.61%;noviembre;sábado
AVA;9/11/24;9:36:00 a.m.;9307;BOG;95.03%;noviembre;sábado
AVA;9/11/24;10:40:00 a.m.;9557;BOG;95.03%;noviembre;sábado
AVA;9/11/24;10:57:00 a.m.;9213;BOG;88.95%;noviembre;sábado
AVA;9/11/24;11:25:00 a.m.;9349;BOG;85.08%;noviembre;sábado
AVA;9/11/24;12:42:00 p.m.;9346;BOG;102.76%;noviembre;sábado
AVA;9/11/24;1:26:00 p.m.;9329;BOG;89.50%;noviembre;sábado
AVA;9/11/24;1:26:00 p.m.;9339;BOG;23.20%;noviembre;sábado
AVA;9/11/24;2:44:00 p.m.;9337;BOG;70.72%;noviembre;sábado
AVA;9/11/24;5:19:00 p.m.;9311;BOG;100.55%;noviembre;sábado
AVA;9/11/24;6:04:00 p.m.;9309;BOG;51.93%;noviembre;sábado
AVA;9/11/24;5:20:00 p.m.;8405;BOG;95.03%;noviembre;sábado
AVA;9/11/24;8:47:00 p.m.;9343;BOG;101.10%;noviembre;sábado
AVA;9/11/24;7:21:00 p.m.;9333;BOG;101.10%;noviembre;sábado
AVA;9/11/24;8:19:00 p.m.;8415;BOG;97.79%;noviembre;sábado
AVA;9/11/24;9:10:00 p.m.;9331;BOG;20.44%;noviembre;sábado
AVA;9/11/24;9:18:00 p.m.;9315;BOG;6.63%;noviembre;sábado
AVA;9/11/24;9:56:00 p.m.;9261;BOG;24.31%;noviembre;sábado
AVA;9/11/24;8:53:00 p.m.;9375;BOG;69.06%;noviembre;sábado
AVA;10/11/24;9:05:00 a.m.;9243;BOG;24.31%;noviembre;domingo
AVA;10/11/24;6:03:00 a.m.;9245;BOG;84.53%;noviembre;domingo
AVA;10/11/24;7:15:00 a.m.;8427;BOG;48.62%;noviembre;domingo
AVA;10/11/24;8:19:00 a.m.;9463;BOG;24.86%;noviembre;domingo
AVA;10/11/24;8:27:00 a.m.;8451;BOG;20.99%;noviembre;domingo
AVA;10/11/24;8:56:00 a.m.;9323;BOG;27.07%;noviembre;domingo
AVA;10/11/24;9:15:00 a.m.;9307;BOG;80.11%;noviembre;domingo
AVA;10/11/24;10:07:00 a.m.;9557;BOG;91.16%;noviembre;domingo
AVA;10/11/24;10:47:00 a.m.;9213;BOG;61.33%;noviembre;domingo
AVA;10/11/24;12:06:00 p.m.;9339;BOG;69.61%;noviembre;domingo
AVA;10/11/24;1:43:00 p.m.;9337;BOG;91.71%;noviembre;domingo
AVA;10/11/24;3:50:00 p.m.;9311;BOG;81.22%;noviembre;domingo
AVA;10/11/24;4:32:00 p.m.;8405;BOG;46.41%;noviembre;domingo
AVA;10/11/24;4:56:00 p.m.;9313;BOG;40.33%;noviembre;domingo
AVA;10/11/24;6:45:00 p.m.;9375;BOG;83.98%;noviembre;domingo
AVA;10/11/24;5:40:00 p.m.;9333;BOG;70.72%;noviembre;domingo
AVA;10/11/24;7:31:00 p.m.;9553;BOG;53.04%;noviembre;domingo
AVA;10/11/24;8:08:00 p.m.;9261;BOG;58.01%;noviembre;domingo
AVA;10/11/24;9:07:00 p.m.;9355;BOG;42.54%;noviembre;domingo
AVA;10/11/24;9:34:00 p.m.;9569;BOG;80.11%;noviembre;domingo
AVA;10/11/24;10:39:00 p.m.;9335;BOG;59.67%;noviembre;domingo
AVA;11/11/24;8:15:00 a.m.;9463;BOG;98.34%;noviembre;lunes
AVA;11/11/24;9:19:00 a.m.;9307;BOG;99.45%;noviembre;lunes
AVA;11/11/24;5:01:00 a.m.;9725;BOG;68.51%;noviembre;lunes
AVA;11/11/24;6:15:00 a.m.;9245;BOG;49.17%;noviembre;lunes
AVA;11/11/24;4:32:00 a.m.;9653;BOG;93.92%;noviembre;lunes
AVA;11/11/24;7:04:00 a.m.;8427;BOG;98.90%;noviembre;lunes
AVA;11/11/24;8:29:00 a.m.;9323;BOG;96.69%;noviembre;lunes
AVA;11/11/24;8:33:00 a.m.;8451;BOG;95.58%;noviembre;lunes
AVA;11/11/24;10:08:00 a.m.;9557;BOG;96.53%;noviembre;lunes
AVA;11/11/24;10:43:00 a.m.;9213;BOG;99.45%;noviembre;lunes
AVA;11/11/24;11:08:00 a.m.;9349;BOG;98.90%;noviembre;lunes
AVA;11/11/24;11:50:00 a.m.;9339;BOG;71.82%;noviembre;lunes
AVA;11/11/24;1:48:00 p.m.;9337;BOG;100.55%;noviembre;lunes
AVA;11/11/24;3:38:00 p.m.;9311;BOG;101.66%;noviembre;lunes
AVA;11/11/24;2:51:00 p.m.;8384;BOG;95.03%;noviembre;lunes
AVA;11/11/24;2:15:00 p.m.;9437;BOG;97.24%;noviembre;lunes
AVA;11/11/24;2:30:00 p.m.;9411;BOG;79.56%;noviembre;lunes
AVA;11/11/24;5:55:00 p.m.;9313;BOG;101.66%;noviembre;lunes
AVA;11/11/24;7:06:00 p.m.;9343;BOG;101.10%;noviembre;lunes
AVA;11/11/24;6:53:00 p.m.;9333;BOG;102.76%;noviembre;lunes
AVA;11/11/24;7:43:00 p.m.;9553;BOG;102.21%;noviembre;lunes
AVA;11/11/24;8:22:00 p.m.;8405;BOG;102.21%;noviembre;lunes
AVA;11/11/24;9:25:00 p.m.;9375;BOG;101.10%;noviembre;lunes
AVA;11/11/24;8:46:00 p.m.;8415;BOG;102.76%;noviembre;lunes
AVA;11/11/24;9:40:00 p.m.;9261;BOG;101.10%;noviembre;lunes
AVA;11/11/24;10:44:00 p.m.;9315;BOG;101.66%;noviembre;lunes
AVA;11/11/24;10:37:00 p.m.;9569;BOG;100.55%;noviembre;lunes
AVA;12/11/24;8:51:00 a.m.;9323;BOG;102.21%;noviembre;martes
AVA;12/11/24;5:18:00 a.m.;9725;BOG;101.66%;noviembre;martes
AVA;12/11/24;4:37:00 a.m.;9653;BOG;102.21%;noviembre;martes
AVA;12/11/24;6:54:00 a.m.;8435;BOG;102.21%;noviembre;martes
AVA;12/11/24;7:10:00 a.m.;8427;BOG;101.66%;noviembre;martes
AVA;12/11/24;8:45:00 a.m.;9463;BOG;100.00%;noviembre;martes
AVA;12/11/24;8:39:00 a.m.;8451;BOG;101.10%;noviembre;martes
AVA;12/11/24;9:20:00 a.m.;9307;BOG;101.10%;noviembre;martes
AVA;12/11/24;10:36:00 a.m.;9557;BOG;102.76%;noviembre;martes
AVA;12/11/24;10:48:00 a.m.;9213;BOG;101.10%;noviembre;martes
AVA;12/11/24;11:32:00 a.m.;9349;BOG;101.66%;noviembre;martes
AVA;12/11/24;12:04:00 p.m.;9339;BOG;101.66%;noviembre;martes
AVA;12/11/24;12:32:00 p.m.;9346;BOG;102.21%;noviembre;martes
AVA;12/11/24;2:00:00 p.m.;9337;BOG;101.10%;noviembre;martes
AVA;12/11/24;3:35:00 p.m.;9311;BOG;98.34%;noviembre;martes
AVA;12/11/24;4:32:00 p.m.;9489;BOG;79.01%;noviembre;martes
AVA;12/11/24;5:20:00 p.m.;9313;BOG;100.55%;noviembre;martes
AVA;12/11/24;4:48:00 p.m.;8405;BOG;92.27%;noviembre;martes
AVA;12/11/24;5:45:00 p.m.;9343;BOG;100.55%;noviembre;martes
AVA;12/11/24;6:38:00 p.m.;9375;BOG;101.66%;noviembre;martes
AVA;12/11/24;9:45:00 p.m.;9315;BOG;80.66%;noviembre;martes
AVA;12/11/24;7:23:00 p.m.;8415;BOG;96.13%;noviembre;martes
AVA;12/11/24;7:42:00 p.m.;9261;BOG;94.48%;noviembre;martes
AVA;12/11/24;8:21:00 p.m.;9331;BOG;102.21%;noviembre;martes
AVA;12/11/24;9:50:00 p.m.;9569;BOG;89.50%;noviembre;martes
AVA;12/11/24;10:50:00 p.m.;9335;BOG;85.08%;noviembre;martes
AVA;13/11/24;7:52:00 a.m.;9243;BOG;95.03%;noviembre;miércoles
AVA;13/11/24;6:02:00 a.m.;9245;BOG;100.55%;noviembre;miércoles
AVA;13/11/24;4:54:00 a.m.;8475;BOG;95.58%;noviembre;miércoles
AVA;13/11/24;8:17:00 a.m.;9463;BOG;98.34%;noviembre;miércoles
AVA;13/11/24;6:39:00 a.m.;8435;BOG;95.58%;noviembre;miércoles
AVA;13/11/24;7:17:00 a.m.;8427;BOG;97.24%;noviembre;miércoles
AVA;13/11/24;8:32:00 a.m.;8451;BOG;93.37%;noviembre;miércoles
AVA;13/11/24;8:52:00 a.m.;9323;BOG;92.82%;noviembre;miércoles
AVA;13/11/24;9:24:00 a.m.;9307;BOG;98.90%;noviembre;miércoles
AVA;13/11/24;10:50:00 a.m.;9557;BOG;101.10%;noviembre;miércoles
AVA;13/11/24;11:17:00 a.m.;9349;BOG;99.45%;noviembre;miércoles
AVA;13/11/24;11:16:00 a.m.;9213;BOG;80.66%;noviembre;miércoles
AVA;13/11/24;12:12:00 p.m.;9339;BOG;100.00%;noviembre;miércoles
AVA;13/11/24;2:25:00 p.m.;9337;BOG;93.37%;noviembre;miércoles
AVA;13/11/24;3:58:00 p.m.;9311;BOG;98.90%;noviembre;miércoles
AVA;13/11/24;5:18:00 p.m.;8405;BOG;99.45%;noviembre;miércoles
AVA;13/11/24;6:32:00 p.m.;9375;BOG;99.45%;noviembre;miércoles
AVA;13/11/24;6:22:00 p.m.;9343;BOG;101.66%;noviembre;miércoles
AVA;13/11/24;7:33:00 p.m.;8415;BOG;101.66%;noviembre;miércoles
AVA;13/11/24;7:46:00 p.m.;9261;BOG;95.03%;noviembre;miércoles
AVA;13/11/24;10:40:00 p.m.;9335;BOG;92.82%;noviembre;miércoles
AVA;13/11/24;10:55:00 p.m.;9569;BOG;90.61%;noviembre;miércoles
AVA;13/11/24;11:06:00 p.m.;9553;BOG;30.94%;noviembre;miércoles
AVA;14/11/24;4:56:00 a.m.;8475;BOG;98.90%;noviembre;jueves
AVA;14/11/24;8:50:00 a.m.;9323;BOG;81.77%;noviembre;jueves
AVA;14/11/24;6:44:00 a.m.;8435;BOG;100.00%;noviembre;jueves
AVA;14/11/24;12:05:00 p.m.;9339;BOG;58.56%;noviembre;jueves
AVA;14/11/24;6:04:00 a.m.;9245;BOG;97.79%;noviembre;jueves
AVA;14/11/24;7:07:00 a.m.;8427;BOG;96.13%;noviembre;jueves
AVA;14/11/24;8:19:00 a.m.;9463;BOG;97.24%;noviembre;jueves
AVA;14/11/24;8:30:00 a.m.;8451;BOG;76.80%;noviembre;jueves
AVA;14/11/24;9:34:00 a.m.;9307;BOG;99.45%;noviembre;jueves
AVA;14/11/24;11:27:00 a.m.;9349;BOG;102.21%;noviembre;jueves
AVA;14/11/24;11:06:00 a.m.;9213;BOG;101.66%;noviembre;jueves
AVA;14/11/24;12:26:00 p.m.;9346;BOG;85.64%;noviembre;jueves
AVA;14/11/24;6:28:00 p.m.;8405;BOG;97.79%;noviembre;jueves
AVA;14/11/24;8:35:00 p.m.;9261;BOG;97.24%;noviembre;jueves
AVA;14/11/24;1:46:00 p.m.;9337;BOG;98.90%;noviembre;jueves
AVA;14/11/24;4:58:00 p.m.;9309;BOG;101.10%;noviembre;jueves
AVA;14/11/24;5:24:00 p.m.;9311;BOG;99.45%;noviembre;jueves
AVA;14/11/24;6:56:00 p.m.;9375;BOG;81.77%;noviembre;jueves
AVA;14/11/24;5:02:00 p.m.;9313;BOG;101.66%;noviembre;jueves
AVA;14/11/24;6:30:00 p.m.;9343;BOG;99.45%;noviembre;jueves
AVA;14/11/24;7:20:00 p.m.;8415;BOG;92.82%;noviembre;jueves
AVA;14/11/24;9:50:00 p.m.;9569;BOG;33.70%;noviembre;jueves
AVA;14/11/24;9:29:00 p.m.;9331;BOG;48.07%;noviembre;jueves
AVA;14/11/24;10:20:00 p.m.;9335;BOG;51.38%;noviembre;jueves
AVA;15/11/24;8:17:00 a.m.;8475;BOG;34.81%;noviembre;viernes
AVA;15/11/24;4:58:00 a.m.;9725;BOG;93.92%;noviembre;viernes
AVA;15/11/24;9:58:00 a.m.;9463;BOG;79.56%;noviembre;viernes
AVA;15/11/24;8:33:00 a.m.;9243;BOG;83.98%;noviembre;viernes
AVA;15/11/24;8:06:00 a.m.;8435;BOG;85.08%;noviembre;viernes
AVA;15/11/24;5:55:00 a.m.;9245;BOG;79.56%;noviembre;viernes
AVA;15/11/24;11:08:00 a.m.;9213;BOG;52.08%;noviembre;viernes
AVA;15/11/24;8:47:00 a.m.;8427;BOG;97.79%;noviembre;viernes
AVA;15/11/24;9:15:00 a.m.;8451;BOG;43.09%;noviembre;viernes
AVA;15/11/24;10:08:00 a.m.;9785;BOG;24.86%;noviembre;viernes
AVA;15/11/24;9:55:00 a.m.;9307;BOG;100.00%;noviembre;viernes
AVA;15/11/24;11:10:00 a.m.;9349;BOG;77.90%;noviembre;viernes
AVA;15/11/24;11:15:00 a.m.;9557;BOG;61.33%;noviembre;viernes
AVA;15/11/24;12:13:00 p.m.;9339;BOG;95.58%;noviembre;viernes
AVA;15/11/24;2:35:00 p.m.;9337;BOG;94.48%;noviembre;viernes
AVA;15/11/24;5:20:00 p.m.;9313;BOG;101.10%;noviembre;viernes
AVA;15/11/24;4:40:00 p.m.;8405;BOG;76.80%;noviembre;viernes
AVA;15/11/24;8:30:00 p.m.;9375;BOG;98.90%;noviembre;viernes
AVA;15/11/24;5:44:00 p.m.;9343;BOG;96.13%;noviembre;viernes
AVA;15/11/24;6:02:00 p.m.;9311;BOG;99.45%;noviembre;viernes
AVA;15/11/24;8:00:00 p.m.;9553;BOG;90.06%;noviembre;viernes
AVA;15/11/24;8:19:00 p.m.;8415;BOG;100.00%;noviembre;viernes
AVA;15/11/24;8:43:00 p.m.;9261;BOG;100.00%;noviembre;viernes
AVA;15/11/24;9:25:00 p.m.;9315;BOG;93.92%;noviembre;viernes
AVA;15/11/24;11:34:00 p.m.;9569;BOG;96.13%;noviembre;viernes
AVA;16/11/24;8:38:00 a.m.;8451;BOG;53.59%;noviembre;sábado
AVA;16/11/24;6:33:00 a.m.;8435;BOG;88.40%;noviembre;sábado
AVA;16/11/24;5:03:00 a.m.;9725;BOG;57.46%;noviembre;sábado
AVA;16/11/24;12:35:00 a.m.;9335;BOG;80.11%;noviembre;sábado
AVA;16/11/24;4:40:00 a.m.;9653;BOG;90.61%;noviembre;sábado
AVA;16/11/24;10:17:00 a.m.;9557;BOG;96.69%;noviembre;sábado
AVA;16/11/24;6:00:00 a.m.;9245;BOG;75.14%;noviembre;sábado
AVA;16/11/24;7:07:00 a.m.;8427;BOG;86.74%;noviembre;sábado
AVA;16/11/24;8:38:00 a.m.;9463;BOG;74.03%;noviembre;sábado
AVA;16/11/24;8:49:00 a.m.;9323;BOG;80.66%;noviembre;sábado
