Aerolinea;Fecha Salida;Hora Salida;Vuelo Salida;Destino;%LF DEP;Mes;Dia Dep
AVA;1/07/24;4:48:00 a.m.;8475;BOG;20.99%;junio;lunes
AVA;1/07/24;6:40:00 a.m.;9243;BOG;33.70%;junio;lunes
AVA;1/07/24;4:23:00 a.m.;8415;BOG;85.64%;junio;lunes
AVA;1/07/24;5:15:00 a.m.;8435;BOG;17.68%;junio;lunes
AVA;1/07/24;6:14:00 a.m.;9725;BOG;20.99%;junio;lunes
AVA;1/07/24;4:30:00 a.m.;9653;BOG;34.25%;junio;lunes
AVA;1/07/24;5:25:00 a.m.;9245;BOG;46.96%;junio;lunes
AVA;1/07/24;7:38:00 a.m.;8427;BOG;85.08%;julio;lunes
AVA;1/07/24;8:16:00 a.m.;9463;BOG;83.43%;julio;lunes
AVA;1/07/24;8:35:00 a.m.;8451;BOG;94.48%;julio;lunes
AVA;1/07/24;9:02:00 a.m.;9311;BOG;100.55%;julio;lunes
AVA;1/07/24;10:38:00 a.m.;9351;BOG;104.97%;julio;lunes
AVA;1/07/24;1:00:00 p.m.;9329;BOG;101.66%;julio;lunes
AVA;1/07/24;2:57:00 p.m.;9303;BOG;106.63%;julio;lunes
AVA;1/07/24;3:35:00 p.m.;9307;BOG;102.76%;julio;lunes
AVA;1/07/24;5:52:00 p.m.;9313;BOG;102.21%;julio;lunes
AVA;1/07/24;5:24:00 p.m.;9301;BOG;102.76%;julio;lunes
AVA;1/07/24;5:15:00 p.m.;9553;BOG;101.10%;julio;lunes
AVA;1/07/24;6:12:00 p.m.;9343;BOG;102.76%;julio;lunes
AVA;1/07/24;5:48:00 p.m.;9309;BOG;98.34%;julio;lunes
AVA;1/07/24;6:28:00 p.m.;9375;BOG;101.10%;julio;lunes
AVA;1/07/24;6:38:00 p.m.;9333;BOG;100.00%;julio;lunes
AVA;1/07/24;7:56:00 p.m.;9331;BOG;102.21%;julio;lunes
AVA;1/07/24;8:36:00 p.m.;9355;BOG;97.24%;julio;lunes
AVA;1/07/24;9:53:00 p.m.;9327;BOG;94.48%;julio;lunes
AVA;1/07/24;10:26:00 p.m.;9335;BOG;97.24%;julio;lunes
AVA;2/07/24;6:32:00 a.m.;9243;BOG;97.79%;julio;martes
AVA;2/07/24;7:58:00 a.m.;9463;BOG;101.10%;julio;martes
AVA;2/07/24;5:25:00 a.m.;9245;BOG;90.06%;julio;martes
AVA;2/07/24;6:10:00 a.m.;9725;BOG;97.79%;julio;martes
AVA;2/07/24;4:58:00 a.m.;8435;BOG;87.85%;julio;martes
AVA;2/07/24;4:53:00 a.m.;8475;BOG;85.64%;julio;martes
AVA;2/07/24;4:30:00 a.m.;9653;BOG;98.90%;julio;martes
AVA;2/07/24;4:10:00 a.m.;8415;BOG;98.90%;julio;martes
AVA;2/07/24;7:29:00 a.m.;8427;BOG;76.80%;julio;martes
AVA;2/07/24;8:30:00 a.m.;8451;BOG;98.90%;julio;martes
AVA;2/07/24;8:55:00 a.m.;9311;BOG;100.00%;julio;martes
AVA;2/07/24;11:01:00 a.m.;9349;BOG;83.43%;julio;martes
AVA;2/07/24;12:36:00 p.m.;9329;BOG;98.34%;julio;martes
AVA;2/07/24;2:45:00 p.m.;9337;BOG;101.10%;julio;martes
AVA;2/07/24;2:51:00 p.m.;9303;BOG;98.34%;julio;martes
AVA;2/07/24;4:24:00 p.m.;9307;BOG;101.10%;julio;martes
AVA;2/07/24;5:25:00 p.m.;9553;BOG;103.31%;julio;martes
AVA;2/07/24;5:36:00 p.m.;9309;BOG;100.00%;julio;martes
AVA;2/07/24;6:03:00 p.m.;9343;BOG;96.69%;julio;martes
AVA;2/07/24;7:06:00 p.m.;9333;BOG;80.66%;julio;martes
AVA;2/07/24;7:10:00 p.m.;9375;BOG;100.55%;julio;martes
AVA;2/07/24;8:22:00 p.m.;9331;BOG;95.03%;julio;martes
AVA;2/07/24;8:45:00 p.m.;9355;BOG;97.79%;julio;martes
AVA;2/07/24;8:58:00 p.m.;9313;BOG;50.83%;julio;martes
AVA;2/07/24;10:30:00 p.m.;9327;BOG;95.58%;julio;martes
AVA;2/07/24;10:50:00 p.m.;9335;BOG;91.71%;julio;martes
AVA;3/07/24;11:38:00 a.m.;9351;BOG;95.03%;junio;miércoles
AVA;3/07/24;10:06:00 a.m.;9557;BOG;99.45%;julio;miércoles
AVA;3/07/24;4:10:00 a.m.;8445;BOG;80.66%;julio;miércoles
AVA;3/07/24;5:07:00 a.m.;8435;BOG;72.38%;julio;miércoles
AVA;3/07/24;4:36:00 a.m.;9653;BOG;37.57%;julio;miércoles
AVA;3/07/24;4:14:00 a.m.;8415;BOG;45.86%;julio;miércoles
AVA;3/07/24;4:56:00 a.m.;8475;BOG;47.51%;julio;miércoles
AVA;3/07/24;6:44:00 a.m.;9243;BOG;101.66%;julio;miércoles
AVA;3/07/24;7:29:00 a.m.;8427;BOG;103.47%;julio;miércoles
AVA;3/07/24;7:58:00 a.m.;9463;BOG;99.45%;julio;miércoles
AVA;3/07/24;8:30:00 a.m.;8451;BOG;101.10%;julio;miércoles
AVA;3/07/24;9:00:00 a.m.;9311;BOG;102.21%;julio;miércoles
AVA;3/07/24;10:59:00 a.m.;9349;BOG;98.61%;julio;miércoles
AVA;3/07/24;12:39:00 p.m.;9329;BOG;102.21%;julio;miércoles
AVA;3/07/24;2:04:00 p.m.;9301;BOG;95.58%;julio;miércoles
AVA;3/07/24;2:07:00 p.m.;9337;BOG;92.27%;julio;miércoles
AVA;3/07/24;2:40:00 p.m.;9303;BOG;99.45%;julio;miércoles
AVA;3/07/24;4:18:00 p.m.;9313;BOG;101.10%;julio;miércoles
AVA;3/07/24;5:16:00 p.m.;9553;BOG;103.87%;julio;miércoles
AVA;3/07/24;5:32:00 p.m.;9309;BOG;80.11%;julio;miércoles
AVA;3/07/24;5:58:00 p.m.;9343;BOG;96.69%;julio;miércoles
AVA;3/07/24;5:59:00 p.m.;9307;BOG;66.85%;julio;miércoles
AVA;3/07/24;6:33:00 p.m.;9375;BOG;102.76%;julio;miércoles
AVA;3/07/24;8:15:00 p.m.;9331;BOG;101.66%;julio;miércoles
AVA;3/07/24;9:50:00 p.m.;9355;BOG;96.13%;julio;miércoles
AVA;3/07/24;10:43:00 p.m.;9327;BOG;90.61%;julio;miércoles
AVA;3/07/24;10:50:00 p.m.;9335;BOG;79.56%;julio;miércoles
AVA;4/07/24;4:12:00 a.m.;8415;BOG;40.88%;julio;jueves
AVA;4/07/24;8:02:00 a.m.;9463;BOG;91.71%;julio;jueves
AVA;4/07/24;5:06:00 a.m.;8435;BOG;29.83%;julio;jueves
AVA;4/07/24;6:35:00 a.m.;9243;BOG;71.27%;julio;jueves
AVA;4/07/24;6:16:00 a.m.;9725;BOG;64.64%;julio;jueves
AVA;4/07/24;4:40:00 a.m.;9653;BOG;48.07%;julio;jueves
AVA;4/07/24;4:56:00 a.m.;8475;BOG;18.23%;julio;jueves
AVA;4/07/24;5:28:00 a.m.;9245;BOG;50.28%;julio;jueves
AVA;4/07/24;7:45:00 a.m.;8427;BOG;72.38%;julio;jueves
AVA;4/07/24;9:09:00 a.m.;9311;BOG;87.29%;julio;jueves
AVA;4/07/24;8:38:00 a.m.;8451;BOG;88.40%;julio;jueves
AVA;4/07/24;11:00:00 a.m.;9349;BOG;102.08%;julio;jueves
AVA;4/07/24;12:36:00 p.m.;9329;BOG;101.10%;julio;jueves
AVA;4/07/24;1:31:00 p.m.;9301;BOG;98.34%;julio;jueves
AVA;4/07/24;2:00:00 p.m.;9337;BOG;100.00%;julio;jueves
AVA;4/07/24;2:53:00 p.m.;9303;BOG;102.21%;julio;jueves
AVA;4/07/24;3:40:00 p.m.;9307;BOG;98.90%;julio;jueves
AVA;4/07/24;5:00:00 p.m.;9313;BOG;96.69%;julio;jueves
AVA;4/07/24;5:24:00 p.m.;9553;BOG;87.85%;julio;jueves
AVA;4/07/24;6:05:00 p.m.;9343;BOG;101.10%;julio;jueves
AVA;4/07/24;6:35:00 p.m.;9333;BOG;93.06%;julio;jueves
AVA;4/07/24;7:03:00 p.m.;9375;BOG;93.37%;julio;jueves
AVA;4/07/24;8:03:00 p.m.;9331;BOG;88.40%;julio;jueves
AVA;4/07/24;8:42:00 p.m.;9355;BOG;74.03%;julio;jueves
AVA;4/07/24;9:47:00 p.m.;9327;BOG;61.33%;julio;jueves
AVA;4/07/24;10:27:00 p.m.;9335;BOG;56.91%;julio;jueves
AVA;5/07/24;5:05:00 a.m.;8435;BOG;49.72%;junio;viernes
AVA;5/07/24;5:28:00 a.m.;9245;BOG;36.46%;julio;viernes
AVA;5/07/24;8:01:00 a.m.;9463;BOG;60.22%;julio;viernes
AVA;5/07/24;6:36:00 a.m.;9243;BOG;70.17%;julio;viernes
AVA;5/07/24;2:21:00 p.m.;9337;BOG;100.00%;julio;viernes
AVA;5/07/24;6:13:00 a.m.;9725;BOG;82.87%;julio;viernes
AVA;5/07/24;4:09:00 a.m.;8415;BOG;62.43%;julio;viernes
AVA;5/07/24;5:06:00 a.m.;8475;BOG;39.78%;julio;viernes
AVA;5/07/24;7:34:00 a.m.;8427;BOG;57.46%;julio;viernes
AVA;5/07/24;8:39:00 a.m.;8451;BOG;99.45%;julio;viernes
AVA;5/07/24;8:59:00 a.m.;9311;BOG;104.97%;julio;viernes
AVA;5/07/24;10:09:00 a.m.;9351;BOG;95.58%;julio;viernes
AVA;5/07/24;11:04:00 a.m.;9349;BOG;74.59%;julio;viernes
AVA;5/07/24;11:52:00 a.m.;9557;BOG;54.14%;julio;viernes
AVA;5/07/24;12:45:00 p.m.;9329;BOG;97.79%;julio;viernes
AVA;5/07/24;3:33:00 p.m.;9307;BOG;80.66%;julio;viernes
AVA;5/07/24;3:19:00 p.m.;9303;BOG;101.10%;julio;viernes
AVA;5/07/24;5:18:00 p.m.;9377;BOG;101.66%;julio;viernes
AVA;5/07/24;5:16:00 p.m.;9313;BOG;101.66%;julio;viernes
AVA;5/07/24;6:58:00 p.m.;9343;BOG;98.90%;julio;viernes
AVA;5/07/24;5:50:00 p.m.;9309;BOG;105.52%;julio;viernes
AVA;5/07/24;7:50:00 p.m.;9333;BOG;80.66%;julio;viernes
AVA;5/07/24;10:33:00 p.m.;9335;BOG;95.58%;julio;viernes
AVA;5/07/24;9:26:00 p.m.;9331;BOG;93.37%;julio;viernes
AVA;5/07/24;9:37:00 p.m.;9355;BOG;100.55%;julio;viernes
AVA;5/07/24;10:31:00 p.m.;9327;BOG;100.55%;julio;viernes
AVA;6/07/24;8:50:00 a.m.;9463;BOG;79.01%;julio;sábado
AVA;6/07/24;4:12:00 a.m.;8415;BOG;86.19%;julio;sábado
AVA;6/07/24;6:15:00 a.m.;9725;BOG;38.12%;julio;sábado
AVA;6/07/24;4:50:00 a.m.;8475;BOG;20.44%;julio;sábado
AVA;6/07/24;4:36:00 a.m.;9653;BOG;70.72%;julio;sábado
AVA;6/07/24;5:31:00 a.m.;9245;BOG;53.04%;julio;sábado
AVA;6/07/24;5:03:00 a.m.;8435;BOG;41.99%;julio;sábado
AVA;6/07/24;6:45:00 a.m.;9243;BOG;41.99%;julio;sábado
AVA;6/07/24;7:39:00 a.m.;8427;BOG;95.58%;julio;sábado
AVA;6/07/24;8:32:00 a.m.;8451;BOG;88.95%;julio;sábado
AVA;6/07/24;9:02:00 a.m.;9311;BOG;101.66%;julio;sábado
AVA;6/07/24;10:30:00 a.m.;9351;BOG;101.10%;julio;sábado
AVA;6/07/24;1:53:00 p.m.;9301;BOG;98.34%;julio;sábado
AVA;6/07/24;11:18:00 a.m.;9349;BOG;104.42%;julio;sábado
AVA;6/07/24;2:45:00 p.m.;9337;BOG;90.06%;julio;sábado
AVA;6/07/24;3:04:00 p.m.;9303;BOG;88.40%;julio;sábado
AVA;6/07/24;4:30:00 p.m.;9313;BOG;80.66%;julio;sábado
AVA;6/07/24;5:21:00 p.m.;9553;BOG;100.55%;julio;sábado
AVA;6/07/24;5:35:00 p.m.;9309;BOG;99.31%;julio;sábado
AVA;6/07/24;5:55:00 p.m.;9343;BOG;98.34%;julio;sábado
AVA;6/07/24;6:39:00 p.m.;9375;BOG;85.64%;julio;sábado
AVA;6/07/24;6:42:00 p.m.;9333;BOG;90.61%;julio;sábado
AVA;6/07/24;8:47:00 p.m.;9331;BOG;87.29%;julio;sábado
AVA;6/07/24;8:55:00 p.m.;9355;BOG;97.24%;julio;sábado
AVA;6/07/24;10:28:00 p.m.;9335;BOG;92.27%;julio;sábado
AVA;7/07/24;6:10:00 a.m.;9725;BOG;34.81%;julio;domingo
AVA;7/07/24;5:05:00 a.m.;8435;BOG;27.62%;julio;domingo
AVA;7/07/24;4:53:00 a.m.;9653;BOG;50.83%;julio;domingo
AVA;7/07/24;5:20:00 a.m.;9245;BOG;41.44%;julio;domingo
AVA;7/07/24;4:10:00 a.m.;8415;BOG;70.72%;julio;domingo
AVA;7/07/24;7:01:00 a.m.;9243;BOG;83.43%;julio;domingo
AVA;7/07/24;7:54:00 a.m.;8427;BOG;91.71%;julio;domingo
AVA;7/07/24;8:00:00 a.m.;9463;BOG;93.37%;julio;domingo
AVA;7/07/24;9:30:00 a.m.;9557;BOG;96.69%;julio;domingo
AVA;7/07/24;8:30:00 a.m.;8451;BOG;93.37%;julio;domingo
AVA;7/07/24;9:00:00 a.m.;9311;BOG;90.06%;julio;domingo
AVA;7/07/24;10:01:00 a.m.;9351;BOG;88.40%;julio;domingo
AVA;7/07/24;11:30:00 a.m.;9349;BOG;91.16%;julio;domingo
AVA;7/07/24;3:38:00 p.m.;9307;BOG;79.56%;julio;domingo
AVA;7/07/24;1:39:00 p.m.;9301;BOG;101.66%;julio;domingo
AVA;7/07/24;2:46:00 p.m.;9303;BOG;98.34%;julio;domingo
AVA;7/07/24;2:08:00 p.m.;9337;BOG;80.11%;julio;domingo
AVA;7/07/24;4:43:00 p.m.;9313;BOG;98.34%;julio;domingo
AVA;7/07/24;5:17:00 p.m.;9553;BOG;101.10%;julio;domingo
AVA;7/07/24;5:58:00 p.m.;9343;BOG;104.97%;julio;domingo
AVA;7/07/24;6:37:00 p.m.;9375;BOG;97.24%;julio;domingo
AVA;7/07/24;6:50:00 p.m.;9333;BOG;102.76%;julio;domingo
AVA;7/07/24;8:01:00 p.m.;9331;BOG;99.45%;julio;domingo
AVA;7/07/24;8:50:00 p.m.;9355;BOG;95.58%;julio;domingo
AVA;7/07/24;10:13:00 p.m.;9327;BOG;75.14%;julio;domingo
AVA;7/07/24;10:32:00 p.m.;9335;BOG;96.69%;julio;domingo
AVA;8/07/24;8:39:00 a.m.;8451;BOG;100.00%;julio;lunes
AVA;8/07/24;6:32:00 a.m.;9243;BOG;93.92%;julio;lunes
AVA;8/07/24;4:04:00 a.m.;8415;BOG;83.98%;julio;lunes
AVA;8/07/24;5:23:00 a.m.;9245;BOG;79.56%;julio;lunes
AVA;8/07/24;5:08:00 a.m.;8435;BOG;80.66%;julio;lunes
AVA;8/07/24;4:48:00 a.m.;8475;BOG;45.86%;julio;lunes
AVA;8/07/24;6:12:00 a.m.;9725;BOG;99.45%;julio;lunes
AVA;8/07/24;4:34:00 a.m.;9653;BOG;38.67%;julio;lunes
AVA;8/07/24;7:54:00 a.m.;9463;BOG;98.90%;julio;lunes
AVA;8/07/24;9:09:00 a.m.;9311;BOG;99.45%;julio;lunes
AVA;8/07/24;10:15:00 a.m.;9351;BOG;100.55%;julio;lunes
AVA;8/07/24;11:51:00 a.m.;9349;BOG;92.27%;julio;lunes
AVA;8/07/24;12:36:00 p.m.;9329;BOG;101.10%;julio;lunes
AVA;8/07/24;1:29:00 p.m.;9301;BOG;92.82%;julio;lunes
AVA;8/07/24;2:02:00 p.m.;9337;BOG;70.17%;julio;lunes
AVA;8/07/24;2:43:00 p.m.;9303;BOG;92.82%;julio;lunes
AVA;8/07/24;3:43:00 p.m.;9307;BOG;100.55%;julio;lunes
AVA;8/07/24;4:35:00 p.m.;9313;BOG;98.90%;julio;lunes
AVA;8/07/24;5:19:00 p.m.;9553;BOG;92.27%;julio;lunes
AVA;8/07/24;6:00:00 p.m.;9343;BOG;92.82%;julio;lunes
AVA;8/07/24;6:24:00 p.m.;9375;BOG;80.66%;julio;lunes
AVA;8/07/24;6:41:00 p.m.;9333;BOG;93.37%;julio;lunes
AVA;8/07/24;7:59:00 p.m.;9331;BOG;83.98%;julio;lunes
AVA;8/07/24;9:58:00 p.m.;9327;BOG;63.54%;julio;lunes
AVA;8/07/24;10:29:00 p.m.;9335;BOG;72.22%;julio;lunes
AVA;9/07/24;4:37:00 a.m.;9653;BOG;25.41%;julio;martes
AVA;9/07/24;4:24:00 a.m.;8415;BOG;75.14%;julio;martes
AVA;9/07/24;5:05:00 a.m.;8435;BOG;39.78%;julio;martes
AVA;9/07/24;4:51:00 a.m.;8475;BOG;20.44%;julio;martes
AVA;9/07/24;6:10:00 a.m.;9725;BOG;78.45%;julio;martes
AVA;9/07/24;5:23:00 a.m.;9245;BOG;83.43%;julio;martes
AVA;9/07/24;6:37:00 a.m.;9243;BOG;70.72%;julio;martes
AVA;9/07/24;7:36:00 a.m.;8427;BOG;91.16%;julio;martes
AVA;9/07/24;8:11:00 a.m.;9463;BOG;77.35%;julio;martes
AVA;9/07/24;8:20:00 a.m.;8451;BOG;49.72%;julio;martes
AVA;9/07/24;8:57:00 a.m.;9311;BOG;95.03%;julio;martes
AVA;9/07/24;10:12:00 a.m.;9351;BOG;93.37%;julio;martes
AVA;9/07/24;11:49:00 a.m.;9349;BOG;77.90%;julio;martes
AVA;9/07/24;12:35:00 p.m.;9329;BOG;87.85%;julio;martes
AVA;9/07/24;1:25:00 p.m.;9301;BOG;80.11%;julio;martes
AVA;9/07/24;2:04:00 p.m.;9337;BOG;66.30%;julio;martes
AVA;9/07/24;2:40:00 p.m.;9303;BOG;71.82%;julio;martes
AVA;9/07/24;3:40:00 p.m.;9307;BOG;100.00%;julio;martes
AVA;9/07/24;5:30:00 p.m.;9553;BOG;95.03%;julio;martes
AVA;9/07/24;5:43:00 p.m.;9309;BOG;86.81%;julio;martes
AVA;9/07/24;6:04:00 p.m.;9343;BOG;87.29%;julio;martes
AVA;9/07/24;6:40:00 p.m.;9333;BOG;83.98%;julio;martes
AVA;9/07/24;6:46:00 p.m.;9375;BOG;74.03%;julio;martes
AVA;9/07/24;8:00:00 p.m.;9331;BOG;69.61%;julio;martes
AVA;9/07/24;8:43:00 p.m.;9355;BOG;45.30%;julio;martes
AVA;9/07/24;9:51:00 p.m.;9327;BOG;48.07%;julio;martes
AVA;9/07/24;10:24:00 p.m.;9335;BOG;46.41%;julio;martes
AVA;10/07/24;5:07:00 a.m.;8435;BOG;49.72%;julio;miércoles
AVA;10/07/24;4:30:00 a.m.;9653;BOG;16.02%;julio;miércoles
AVA;10/07/24;4:52:00 a.m.;8475;BOG;17.68%;julio;miércoles
AVA;10/07/24;5:25:00 a.m.;9245;BOG;55.80%;julio;miércoles
AVA;10/07/24;4:06:00 a.m.;8445;BOG;72.93%;julio;miércoles
AVA;10/07/24;6:30:00 a.m.;9725;BOG;97.24%;julio;miércoles
AVA;10/07/24;6:42:00 a.m.;9243;BOG;86.74%;julio;miércoles
AVA;10/07/24;9:05:00 a.m.;9557;BOG;61.88%;julio;miércoles
AVA;10/07/24;8:16:00 a.m.;9463;BOG;80.66%;julio;miércoles
AVA;10/07/24;9:17:00 a.m.;8451;BOG;74.03%;julio;miércoles
AVA;10/07/24;9:00:00 a.m.;9311;BOG;75.14%;julio;miércoles
AVA;10/07/24;3:32:00 p.m.;9307;BOG;82.64%;julio;miércoles
AVA;10/07/24;10:08:00 a.m.;9351;BOG;87.85%;julio;miércoles
AVA;10/07/24;7:49:00 a.m.;8427;BOG;90.61%;julio;miércoles
AVA;10/07/24;11:21:00 a.m.;9349;BOG;88.95%;julio;miércoles
AVA;10/07/24;12:59:00 p.m.;9329;BOG;100.00%;julio;miércoles
AVA;10/07/24;1:29:00 p.m.;9301;BOG;61.88%;julio;miércoles
AVA;10/07/24;3:35:00 p.m.;9337;BOG;75.00%;julio;miércoles
AVA;10/07/24;2:48:00 p.m.;9303;BOG;61.33%;julio;miércoles
AVA;10/07/24;4:11:00 p.m.;9313;BOG;97.24%;julio;miércoles
AVA;10/07/24;5:07:00 p.m.;9553;BOG;90.61%;julio;miércoles
AVA;10/07/24;5:56:00 p.m.;9309;BOG;83.98%;julio;miércoles
AVA;10/07/24;6:18:00 p.m.;9375;BOG;24.31%;julio;miércoles
AVA;10/07/24;6:41:00 p.m.;9333;BOG;57.46%;julio;miércoles
AVA;10/07/24;7:51:00 p.m.;9331;BOG;67.96%;julio;miércoles
AVA;10/07/24;8:59:00 p.m.;9343;BOG;46.96%;julio;miércoles
AVA;10/07/24;8:43:00 p.m.;9355;BOG;51.93%;julio;miércoles
AVA;10/07/24;10:02:00 p.m.;9335;BOG;71.82%;julio;miércoles
AVA;11/07/24;4:13:00 a.m.;8415;BOG;51.38%;julio;jueves
AVA;11/07/24;4:52:00 a.m.;8475;BOG;14.92%;julio;jueves
AVA;11/07/24;5:25:00 a.m.;9245;BOG;71.82%;julio;jueves
AVA;11/07/24;4:36:00 a.m.;9653;BOG;22.65%;julio;jueves
AVA;11/07/24;5:08:00 a.m.;8435;BOG;25.41%;julio;jueves
AVA;11/07/24;6:12:00 a.m.;9725;BOG;96.13%;julio;jueves
AVA;11/07/24;6:28:00 a.m.;9243;BOG;85.64%;julio;jueves
AVA;11/07/24;7:27:00 a.m.;8427;BOG;71.27%;julio;jueves
AVA;11/07/24;8:34:00 a.m.;9463;BOG;71.82%;julio;jueves
AVA;11/07/24;8:35:00 a.m.;8451;BOG;92.82%;julio;jueves
AVA;11/07/24;8:54:00 a.m.;9311;BOG;78.45%;julio;jueves
AVA;11/07/24;11:04:00 a.m.;9349;BOG;102.78%;julio;jueves
AVA;11/07/24;12:35:00 p.m.;9329;BOG;95.03%;julio;jueves
AVA;11/07/24;1:26:00 p.m.;9301;BOG;92.82%;julio;jueves
AVA;11/07/24;2:06:00 p.m.;9337;BOG;88.95%;julio;jueves
AVA;11/07/24;2:51:00 p.m.;9303;BOG;93.37%;julio;jueves
AVA;11/07/24;3:53:00 p.m.;9307;BOG;101.10%;julio;jueves
AVA;11/07/24;5:33:00 p.m.;9553;BOG;98.90%;julio;jueves
AVA;11/07/24;6:22:00 p.m.;9343;BOG;102.08%;julio;jueves
AVA;11/07/24;7:33:00 p.m.;9313;BOG;55.25%;julio;jueves
AVA;11/07/24;7:12:00 p.m.;9375;BOG;97.79%;julio;jueves
AVA;11/07/24;6:48:00 p.m.;9333;BOG;98.90%;julio;jueves
AVA;11/07/24;8:05:00 p.m.;9331;BOG;90.61%;julio;jueves
AVA;11/07/24;8:52:00 p.m.;9355;BOG;67.40%;julio;jueves
AVA;11/07/24;9:54:00 p.m.;9327;BOG;67.96%;julio;jueves
AVA;11/07/24;10:50:00 p.m.;9335;BOG;50.28%;julio;jueves
AVA;12/07/24;8:00:00 a.m.;9463;BOG;85.08%;julio;viernes
AVA;12/07/24;4:33:00 a.m.;9653;BOG;25.41%;julio;viernes
AVA;12/07/24;4:53:00 a.m.;8475;BOG;23.20%;julio;viernes
AVA;12/07/24;5:06:00 a.m.;8435;BOG;30.94%;julio;viernes
AVA;12/07/24;5:35:00 a.m.;9245;BOG;48.62%;julio;viernes
AVA;12/07/24;6:36:00 a.m.;9243;BOG;80.66%;julio;viernes
AVA;12/07/24;6:18:00 a.m.;9725;BOG;72.93%;julio;viernes
AVA;12/07/24;4:06:00 a.m.;8415;BOG;60.77%;julio;viernes
AVA;12/07/24;9:38:00 a.m.;9557;BOG;91.16%;julio;viernes
AVA;12/07/24;7:30:00 a.m.;8427;BOG;87.29%;julio;viernes
AVA;12/07/24;9:24:00 a.m.;9311;BOG;75.69%;julio;viernes
AVA;12/07/24;10:55:00 a.m.;9351;BOG;95.03%;julio;viernes
AVA;12/07/24;11:04:00 a.m.;9349;BOG;98.90%;julio;viernes
AVA;12/07/24;12:40:00 p.m.;9329;BOG;99.45%;julio;viernes
AVA;12/07/24;1:23:00 p.m.;9301;BOG;96.69%;julio;viernes
AVA;12/07/24;2:10:00 p.m.;9337;BOG;90.61%;julio;viernes
AVA;12/07/24;2:50:00 p.m.;9303;BOG;100.55%;julio;viernes
AVA;12/07/24;4:38:00 p.m.;9313;BOG;101.66%;julio;viernes
AVA;12/07/24;5:32:00 p.m.;9307;BOG;26.52%;julio;viernes
AVA;12/07/24;5:30:00 p.m.;9553;BOG;74.59%;julio;viernes
AVA;12/07/24;5:53:00 p.m.;9309;BOG;95.58%;julio;viernes
AVA;12/07/24;6:46:00 p.m.;9375;BOG;85.64%;julio;viernes
AVA;12/07/24;6:55:00 p.m.;9333;BOG;81.77%;julio;viernes
AVA;12/07/24;7:01:00 p.m.;9343;BOG;58.56%;julio;viernes
AVA;12/07/24;7:55:00 p.m.;9331;BOG;91.16%;julio;viernes
AVA;12/07/24;8:54:00 p.m.;9355;BOG;75.14%;julio;viernes
AVA;12/07/24;9:55:00 p.m.;9327;BOG;79.56%;julio;viernes
AVA;12/07/24;10:29:00 p.m.;9335;BOG;72.38%;julio;viernes
AVA;13/07/24;4:14:00 a.m.;8415;BOG;76.24%;julio;sábado
AVA;13/07/24;7:05:00 a.m.;9653;BOG;0.55%;julio;sábado
AVA;13/07/24;5:03:00 a.m.;8435;BOG;41.99%;julio;sábado
AVA;13/07/24;6:17:00 a.m.;9725;BOG;48.62%;julio;sábado
AVA;13/07/24;5:25:00 a.m.;9245;BOG;43.09%;julio;sábado
AVA;13/07/24;4:49:00 a.m.;8475;BOG;53.04%;julio;sábado
AVA;13/07/24;7:07:00 a.m.;9243;BOG;48.07%;julio;sábado
AVA;13/07/24;7:36:00 a.m.;8427;BOG;55.25%;julio;sábado
AVA;13/07/24;7:59:00 a.m.;9463;BOG;88.40%;julio;sábado
AVA;13/07/24;8:28:00 a.m.;8451;BOG;88.95%;julio;sábado
AVA;13/07/24;8:53:00 a.m.;9311;BOG;88.95%;julio;sábado
AVA;13/07/24;10:13:00 a.m.;9351;BOG;83.43%;julio;sábado
AVA;13/07/24;11:06:00 a.m.;9349;BOG;81.77%;julio;sábado
AVA;13/07/24;1:45:00 p.m.;9301;BOG;90.06%;julio;sábado
AVA;13/07/24;2:16:00 p.m.;9337;BOG;84.53%;julio;sábado
AVA;13/07/24;2:50:00 p.m.;9303;BOG;69.06%;julio;sábado
AVA;13/07/24;4:07:00 p.m.;9313;BOG;95.03%;julio;sábado
AVA;13/07/24;5:16:00 p.m.;9553;BOG;97.24%;julio;sábado
AVA;13/07/24;5:25:00 p.m.;9309;BOG;92.27%;julio;sábado
AVA;13/07/24;6:00:00 p.m.;9343;BOG;88.40%;julio;sábado
AVA;13/07/24;8:45:00 p.m.;9355;BOG;72.93%;julio;sábado
AVA;13/07/24;6:34:00 p.m.;9333;BOG;76.80%;julio;sábado
AVA;13/07/24;7:52:00 p.m.;9331;BOG;83.43%;julio;sábado
AVA;13/07/24;7:14:00 p.m.;9375;BOG;4.97%;julio;sábado
AVA;13/07/24;10:46:00 p.m.;9335;BOG;90.61%;julio;sábado
AVA;14/07/24;5:06:00 a.m.;8435;BOG;52.49%;junio;domingo
AVA;14/07/24;3:24:00 p.m.;9307;BOG;104.86%;julio;domingo
AVA;14/07/24;8:32:00 a.m.;8451;BOG;92.27%;julio;domingo
AVA;14/07/24;4:35:00 a.m.;9653;BOG;40.88%;julio;domingo
AVA;14/07/24;6:09:00 a.m.;9725;BOG;66.30%;julio;domingo
AVA;14/07/24;5:27:00 a.m.;9245;BOG;48.07%;julio;domingo
AVA;14/07/24;6:34:00 a.m.;9243;BOG;85.64%;julio;domingo
